name,team_points,team_total_yards,team_plays_offense,team_yds_per_play_offense,team_turnovers,team_fumbles_lost,team_first_down,team_pass_cmp,team_pass_att,team_pass_yds,team_pass_td,team_pass_int,team_pass_net_yds_per_att,team_pass_fd,team_rush_att,team_rush_yds,team_rush_td,team_rush_yds_per_att,team_rush_fd,team_penalties,team_penalties_yds,team_pen_fd,team_drives,team_score_pct,team_turnover_pct,team_start_avg,team_time_avg,team_plays_per_drive,team_yds_per_drive,team_points_avg,opp_points,opp_total_yards,opp_plays_offense,opp_yds_per_play_offense,opp_turnovers,opp_fumbles_lost,opp_first_down,opp_pass_cmp,opp_pass_att,opp_pass_yds,opp_pass_td,opp_pass_int,opp_pass_net_yds_per_att,opp_pass_fd,opp_rush_att,opp_rush_yds,opp_rush_td,opp_rush_yds_per_att,opp_rush_fd,opp_penalties,opp_penalties_yds,opp_pen_fd,opp_drives,opp_score_pct,opp_turnover_pct,opp_start_avg,opp_time_avg,opp_plays_per_drive,opp_yds_per_drive,opp_points_avg
nygiants,246.00,5028.00,1036.00,4.90,22.00,8.00,271.00,373.00,608.00,3479.00,20.00,14.00,5.40,178.00,394.00,1549.00,6.00,3.90,66.00,91.00,895.00,27.00,194.00,22.70,11.30,26.70,222.00,5.48,25.90,1.22,388.00,5971.00,1052.00,5.70,19.00,6.00,313.00,347.00,561.00,4038.00,32.00,13.00,6.90,189.00,464.00,1933.00,10.00,4.20,101.00,115.00,923.00,23.00,197.00,35.50,9.60,30.10,235.00,5.50,30.30,1.92
minnesota,382.00,5710.00,1055.00,5.40,14.00,6.00,334.00,357.00,527.00,3753.00,25.00,8.00,6.80,196.00,501.00,1957.00,15.00,3.90,100.00,100.00,949.00,38.00,185.00,38.90,7.60,29.40,248.00,5.91,30.90,2.03,252.00,4415.00,956.00,4.60,19.00,5.00,260.00,324.00,555.00,3078.00,13.00,14.00,5.20,168.00,364.00,1337.00,10.00,3.70,59.00,105.00,928.00,33.00,179.00,27.90,10.10,27.70,228.00,5.50,24.60,1.35
detroit,410.00,5404.00,980.00,5.50,22.00,11.00,296.00,374.00,570.00,4183.00,29.00,11.00,6.80,210.00,363.00,1221.00,10.00,3.40,58.00,104.00,968.00,28.00,185.00,37.30,11.90,29.90,235.00,5.50,29.10,1.96,376.00,5692.00,1037.00,5.50,32.00,13.00,349.00,366.00,570.00,3892.00,21.00,19.00,6.40,205.00,432.00,1800.00,18.00,4.20,109.00,110.00,971.00,35.00,192.00,32.30,16.10,27.70,231.00,5.60,29.70,1.78
greenbay,320.00,4891.00,999.00,4.90,25.00,7.00,307.00,352.00,562.00,3167.00,25.00,18.00,5.20,176.00,386.00,1724.00,13.00,4.50,99.00,96.00,789.00,32.00,174.00,30.50,13.20,26.50,241.00,5.89,28.10,1.79,384.00,5582.00,1014.00,5.50,22.00,11.00,331.00,348.00,513.00,3789.00,30.00,11.00,6.90,211.00,464.00,1793.00,10.00,3.90,95.00,94.00,832.00,25.00,174.00,40.20,11.50,30.40,255.00,6.00,31.90,2.13
chicago,264.00,4599.00,934.00,4.90,22.00,10.00,266.00,291.00,473.00,2811.00,13.00,12.00,5.50,144.00,422.00,1788.00,13.00,4.20,92.00,115.00,943.00,30.00,174.00,24.10,12.10,27.10,241.00,5.52,26.30,1.32,320.00,5106.00,1003.00,5.10,22.00,14.00,298.00,343.00,529.00,3376.00,18.00,8.00,5.90,180.00,432.00,1730.00,10.00,4.00,85.00,118.00,910.00,33.00,178.00,33.10,11.20,29.40,251.00,5.80,28.70,1.67
neworleans,448.00,6259.00,1000.00,6.30,18.00,10.00,332.00,386.00,536.00,4189.00,23.00,8.00,7.50,201.00,444.00,2070.00,23.00,4.70,111.00,105.00,967.00,20.00,175.00,44.60,9.10,29.60,251.00,5.97,35.60,2.41,326.00,5384.00,1002.00,5.40,25.00,5.00,308.00,329.00,554.00,3597.00,22.00,20.00,6.00,172.00,406.00,1787.00,11.00,4.40,92.00,108.00,850.00,44.00,177.00,33.30,13.60,25.80,237.00,5.90,30.40,1.75
carolina,363.00,5179.00,1026.00,5.00,22.00,6.00,320.00,293.00,501.00,3077.00,22.00,16.00,5.70,167.00,490.00,2102.00,15.00,4.30,121.00,83.00,682.00,32.00,179.00,37.40,11.70,30.00,253.00,5.92,28.80,1.97,327.00,5074.00,953.00,5.30,21.00,11.00,282.00,351.00,550.00,3665.00,25.00,10.00,6.10,187.00,353.00,1409.00,7.00,4.00,69.00,101.00,867.00,26.00,180.00,33.90,11.70,28.10,228.00,5.50,28.20,1.73
atlanta,353.00,5837.00,984.00,5.90,18.00,6.00,330.00,343.00,530.00,3990.00,21.00,12.00,7.20,200.00,430.00,1847.00,12.00,4.30,101.00,102.00,918.00,29.00,165.00,41.20,10.30,25.90,254.00,6.22,35.30,2.06,315.00,5094.00,994.00,5.10,16.00,8.00,323.00,362.00,553.00,3429.00,22.00,8.00,5.80,197.00,402.00,1665.00,9.00,4.10,97.00,103.00,880.00,29.00,164.00,36.00,9.10,28.90,257.00,6.30,31.00,1.84
tampabay,335.00,5814.00,1035.00,5.60,27.00,13.00,352.00,378.00,605.00,4366.00,26.00,14.00,6.80,243.00,390.00,1448.00,8.00,3.70,76.00,104.00,795.00,33.00,175.00,33.70,15.40,27.60,243.00,6.13,33.10,1.79,382.00,6049.00,1011.00,6.00,26.00,13.00,327.00,371.00,549.00,4169.00,22.00,13.00,7.30,202.00,440.00,1880.00,17.00,4.30,102.00,109.00,937.00,23.00,175.00,38.90,13.10,29.30,247.00,6.00,34.60,2.13
larams,478.00,5784.00,1000.00,5.80,21.00,14.00,311.00,320.00,518.00,3831.00,28.00,7.00,7.00,185.00,454.00,1953.00,17.00,4.30,97.00,107.00,922.00,29.00,190.00,45.30,9.50,32.90,232.00,5.51,30.40,2.33,329.00,5432.00,1021.00,5.30,28.00,10.00,300.00,324.00,555.00,3475.00,21.00,18.00,5.80,181.00,418.00,1957.00,15.00,4.70,86.00,102.00,808.00,33.00,193.00,30.60,14.00,27.70,229.00,5.50,28.20,1.66
seattle,366.00,5286.00,1007.00,5.20,17.00,5.00,299.00,340.00,555.00,3657.00,34.00,12.00,6.10,183.00,409.00,1629.00,4.00,4.00,85.00,148.00,1342.00,31.00,197.00,30.50,8.60,28.50,223.00,5.27,26.80,1.71,332.00,5171.00,1045.00,4.90,25.00,11.00,316.00,325.00,554.00,3347.00,19.00,14.00,5.60,181.00,452.00,1824.00,14.00,4.00,90.00,102.00,878.00,45.00,193.00,33.20,11.90,29.50,233.00,5.60,26.80,1.68
arizona,295.00,5026.00,1060.00,4.70,25.00,7.00,310.00,339.00,598.00,3640.00,21.00,18.00,5.60,200.00,410.00,1386.00,6.00,3.40,66.00,110.00,880.00,44.00,202.00,29.20,12.40,29.70,228.00,5.40,24.90,1.41,361.00,4973.00,1008.00,4.90,21.00,6.00,283.00,343.00,564.00,3541.00,24.00,15.00,5.90,187.00,407.00,1432.00,12.00,3.50,68.00,129.00,1128.00,28.00,200.00,31.50,10.50,28.90,222.00,5.20,24.90,1.69
sanfrancisco,331.00,5587.00,1058.00,5.30,23.00,8.00,321.00,362.00,607.00,3925.00,15.00,15.00,6.00,206.00,408.00,1662.00,15.00,4.10,88.00,123.00,988.00,27.00,184.00,37.50,12.00,27.60,233.00,5.99,30.30,1.78,383.00,5625.00,1065.00,5.30,20.00,10.00,343.00,344.00,544.00,3764.00,27.00,10.00,6.60,198.00,491.00,1861.00,13.00,3.80,108.00,97.00,791.00,37.00,188.00,37.80,10.10,29.50,243.00,5.90,29.80,1.98
