name,team_points,team_total_yards,team_plays_offense,team_yds_per_play_offense,team_turnovers,team_fumbles_lost,team_first_down,team_pass_cmp,team_pass_att,team_pass_yds,team_pass_td,team_pass_int,team_pass_net_yds_per_att,team_pass_fd,team_rush_att,team_rush_yds,team_rush_td,team_rush_yds_per_att,team_rush_fd,team_penalties,team_penalties_yds,team_pen_fd,team_drives,team_score_pct,team_turnover_pct,team_start_avg,team_time_avg,team_plays_per_drive,team_yds_per_drive,team_points_avg,opp_points,opp_total_yards,opp_plays_offense,opp_yds_per_play_offense,opp_turnovers,opp_fumbles_lost,opp_first_down,opp_pass_cmp,opp_pass_att,opp_pass_yds,opp_pass_td,opp_pass_int,opp_pass_net_yds_per_att,opp_pass_fd,opp_rush_att,opp_rush_yds,opp_rush_td,opp_rush_yds_per_att,opp_rush_fd,opp_penalties,opp_penalties_yds,opp_pen_fd,opp_drives,opp_score_pct,opp_turnover_pct,opp_start_avg,opp_time_avg,opp_plays_per_drive,opp_yds_per_drive,opp_points_avg
detroit,346.00,5421.00,981.00,5.50,15.00,5.00,329.00,388.00,594.00,4111.00,24.00,10.00,6.50,217.00,350.00,1310.00,9.00,3.70,76.00,100.00,861.00,36.00,156.00,41.00,9.00,25.70,305.00,6.51,34.80,2.08,358.00,5676.00,964.00,5.90,14.00,4.00,333.00,399.00,549.00,3975.00,33.00,10.00,6.90,206.00,389.00,1701.00,8.00,4.40,99.00,122.00,979.00,28.00,160.00,39.40,8.80,27.20,302.00,6.20,35.50,2.21
minnesota,327.00,5041.00,1006.00,5.00,16.00,11.00,303.00,414.00,588.00,3836.00,20.00,5.00,6.10,209.00,380.00,1205.00,9.00,3.20,66.00,103.00,882.00,28.00,174.00,32.80,7.50,31.20,249.00,5.96,28.90,1.67,307.00,5038.00,993.00,5.10,27.00,13.00,304.00,332.00,548.00,3327.00,22.00,14.00,5.60,186.00,404.00,1711.00,9.00,4.20,87.00,99.00,825.00,31.00,177.00,33.30,14.10,27.10,242.00,5.80,28.40,1.70
chicago,279.00,5704.00,967.00,5.90,31.00,12.00,324.00,347.00,559.00,3969.00,19.00,19.00,6.80,212.00,380.00,1735.00,10.00,4.60,93.00,110.00,967.00,19.00,172.00,27.30,17.40,25.50,237.00,5.76,33.00,1.49,399.00,5548.00,1012.00,5.50,11.00,3.00,322.00,342.00,530.00,3598.00,22.00,8.00,6.30,188.00,445.00,1950.00,18.00,4.40,99.00,103.00,959.00,35.00,174.00,42.00,6.30,29.20,256.00,6.00,31.90,2.18
atlanta,540.00,6653.00,995.00,6.70,11.00,4.00,379.00,374.00,537.00,4725.00,38.00,7.00,8.20,239.00,421.00,1928.00,20.00,4.60,108.00,104.00,848.00,32.00,175.00,52.60,6.30,29.30,247.00,5.89,38.00,2.90,406.00,5939.00,1059.00,5.60,22.00,10.00,358.00,422.00,655.00,4267.00,31.00,12.00,6.20,232.00,370.00,1672.00,15.00,4.50,95.00,113.00,974.00,31.00,176.00,39.20,11.40,26.70,244.00,6.20,33.60,2.22
tampabay,354.00,5542.00,1066.00,5.20,27.00,9.00,340.00,355.00,578.00,3926.00,29.00,18.00,6.40,220.00,453.00,1616.00,8.00,3.60,80.00,109.00,926.00,40.00,182.00,32.40,14.80,28.40,243.00,6.02,30.30,1.79,369.00,5887.00,1013.00,5.80,29.00,12.00,326.00,347.00,548.00,4012.00,24.00,17.00,6.80,203.00,427.00,1875.00,15.00,4.40,102.00,121.00,1061.00,21.00,184.00,35.90,14.70,28.40,236.00,5.70,31.90,1.92
neworleans,469.00,6816.00,1105.00,6.20,24.00,9.00,395.00,472.00,674.00,5074.00,38.00,15.00,7.20,265.00,404.00,1742.00,17.00,4.30,105.00,107.00,969.00,25.00,181.00,45.90,12.70,27.40,244.00,6.28,37.80,2.59,454.00,6006.00,1008.00,6.00,21.00,12.00,353.00,378.00,582.00,4380.00,27.00,9.00,7.20,230.00,396.00,1626.00,19.00,4.10,91.00,104.00,881.00,32.00,172.00,45.30,12.20,29.60,242.00,6.10,34.90,2.43
carolina,369.00,5499.00,1052.00,5.20,29.00,10.00,318.00,306.00,563.00,3685.00,21.00,19.00,6.20,194.00,453.00,1814.00,16.00,4.00,99.00,98.00,835.00,25.00,193.00,34.70,14.00,30.40,233.00,5.64,28.50,1.81,402.00,5756.00,1035.00,5.60,27.00,10.00,329.00,409.00,612.00,4291.00,27.00,17.00,6.50,223.00,376.00,1465.00,11.00,3.90,90.00,112.00,907.00,16.00,196.00,36.20,13.80,27.30,223.00,5.50,29.40,1.86
seattle,354.00,5715.00,1012.00,5.60,18.00,6.00,313.00,368.00,567.00,4124.00,23.00,12.00,6.80,203.00,403.00,1591.00,13.00,3.90,85.00,117.00,970.00,25.00,185.00,37.30,9.70,29.50,236.00,5.64,30.80,1.90,292.00,5099.00,1020.00,5.00,19.00,8.00,307.00,331.00,537.00,3612.00,16.00,11.00,6.20,180.00,441.00,1487.00,16.00,3.40,94.00,103.00,925.00,33.00,184.00,28.30,10.30,28.40,241.00,5.70,27.90,1.57
arizona,418.00,5868.00,1086.00,5.40,28.00,11.00,368.00,383.00,646.00,4136.00,28.00,17.00,6.00,229.00,399.00,1732.00,20.00,4.30,97.00,104.00,889.00,42.00,197.00,35.00,14.20,29.70,231.00,5.66,29.50,2.03,362.00,4883.00,1019.00,4.80,28.00,14.00,293.00,344.00,547.00,3365.00,21.00,14.00,5.70,175.00,424.00,1518.00,16.00,3.60,90.00,123.00,1010.00,28.00,194.00,32.50,12.90,30.30,229.00,5.40,25.10,1.76
larams,224.00,4203.00,960.00,4.40,29.00,9.00,245.00,312.00,536.00,2951.00,14.00,20.00,5.00,151.00,375.00,1252.00,9.00,3.30,68.00,126.00,1091.00,26.00,193.00,21.80,14.50,27.40,226.00,5.11,21.70,1.13,394.00,5392.00,1037.00,5.20,18.00,8.00,325.00,378.00,582.00,3732.00,32.00,10.00,6.10,194.00,424.00,1660.00,12.00,3.90,91.00,108.00,920.00,40.00,192.00,31.30,9.40,27.30,233.00,5.50,28.00,1.85
sanfrancisco,309.00,4930.00,996.00,4.90,25.00,15.00,287.00,287.00,491.00,2911.00,21.00,10.00,5.40,152.00,458.00,2019.00,15.00,4.40,116.00,99.00,831.00,19.00,197.00,27.40,10.70,27.20,211.00,5.18,25.00,1.55,480.00,6502.00,1102.00,5.90,20.00,10.00,358.00,322.00,521.00,3848.00,30.00,10.00,6.90,187.00,548.00,2654.00,25.00,4.80,140.00,93.00,795.00,31.00,203.00,41.40,9.40,31.60,238.00,5.60,31.90,2.33
