name,team_points,team_total_yards,team_plays_offense,team_yds_per_play_offense,team_turnovers,team_fumbles_lost,team_first_down,team_pass_cmp,team_pass_att,team_pass_yds,team_pass_td,team_pass_int,team_pass_net_yds_per_att,team_pass_fd,team_rush_att,team_rush_yds,team_rush_td,team_rush_yds_per_att,team_rush_fd,team_penalties,team_penalties_yds,team_pen_fd,team_drives,team_score_pct,team_turnover_pct,team_start_avg,team_time_avg,team_plays_per_drive,team_yds_per_drive,team_points_avg,opp_points,opp_total_yards,opp_plays_offense,opp_yds_per_play_offense,opp_turnovers,opp_fumbles_lost,opp_first_down,opp_pass_cmp,opp_pass_att,opp_pass_yds,opp_pass_td,opp_pass_int,opp_pass_net_yds_per_att,opp_pass_fd,opp_rush_att,opp_rush_yds,opp_rush_td,opp_rush_yds_per_att,opp_rush_fd,opp_penalties,opp_penalties_yds,opp_pen_fd,opp_drives,opp_score_pct,opp_turnover_pct,opp_start_avg,opp_time_avg,opp_plays_per_drive,opp_yds_per_drive,opp_points_avg
oakland,359.00,6072.00,1015.00,6.00,30.00,7.00,328.00,315.00,524.00,3962.00,20.00,23.00,7.20,186.00,466.00,2110.00,16.00,4.50,110.00,163.00,1358.00,32.00,193.00,34.70,15.50,27.20,229.00,5.44,31.40,1.79,433.00,6201.00,1070.00,5.80,30.00,8.00,369.00,324.00,601.00,4023.00,31.00,18.00,6.30,206.00,430.00,2178.00,15.00,5.10,105.00,120.00,982.00,32.00,188.00,35.60,12.80,26.40,234.00,5.90,32.90,2.05
kansascity,212.00,4973.00,1021.00,4.90,28.00,10.00,277.00,299.00,500.00,3080.00,13.00,18.00,5.80,163.00,487.00,1893.00,5.00,3.90,89.00,110.00,916.00,25.00,189.00,22.20,12.70,24.60,230.00,5.56,26.30,1.05,338.00,5333.00,991.00,5.40,28.00,6.00,291.00,257.00,454.00,3221.00,23.00,20.00,6.70,169.00,508.00,2112.00,14.00,4.20,96.00,108.00,834.00,25.00,188.00,31.90,13.80,31.50,239.00,5.40,28.40,1.74
nygiants,394.00,6161.00,1028.00,6.00,24.00,8.00,331.00,359.00,589.00,4734.00,29.00,16.00,7.70,216.00,411.00,1427.00,17.00,3.50,84.00,94.00,795.00,31.00,200.00,32.50,11.50,26.40,222.00,5.26,30.70,1.90,400.00,6022.00,1072.00,5.60,24.00,11.00,338.00,361.00,589.00,4082.00,28.00,20.00,6.40,210.00,435.00,1940.00,15.00,4.50,103.00,110.00,933.00,31.00,196.00,34.70,14.80,28.70,229.00,5.60,30.80,1.92
philadelphia,396.00,6386.00,1036.00,6.20,38.00,13.00,356.00,330.00,554.00,4110.00,22.00,25.00,7.00,197.00,450.00,2276.00,20.00,5.10,134.00,107.00,853.00,25.00,190.00,34.70,17.90,28.70,238.00,5.59,33.70,1.93,328.00,5198.00,982.00,5.30,38.00,9.00,289.00,301.00,518.00,3397.00,27.00,15.00,6.00,173.00,414.00,1801.00,11.00,4.40,84.00,97.00,813.00,25.00,195.00,27.70,12.30,28.60,221.00,5.20,26.60,1.61
dallas,369.00,6008.00,1017.00,5.90,21.00,9.00,327.00,376.00,570.00,4201.00,33.00,12.00,6.90,219.00,408.00,1807.00,5.00,4.40,91.00,114.00,816.00,17.00,185.00,37.80,11.40,29.00,243.00,5.70,32.40,1.96,347.00,5491.00,972.00,5.60,21.00,10.00,305.00,336.00,545.00,3906.00,24.00,15.00,6.70,199.00,385.00,1585.00,10.00,4.10,78.00,85.00,650.00,17.00,180.00,33.30,13.30,25.90,238.00,5.60,30.40,1.76
washington,288.00,5387.00,1032.00,5.20,35.00,11.00,312.00,346.00,591.00,3773.00,19.00,24.00,6.00,204.00,400.00,1614.00,8.00,4.00,79.00,91.00,897.00,29.00,188.00,30.90,18.60,29.10,235.00,5.71,28.60,1.50,367.00,5437.00,988.00,5.50,35.00,8.00,295.00,308.00,509.00,3553.00,22.00,13.00,6.50,180.00,438.00,1884.00,15.00,4.30,95.00,123.00,1006.00,29.00,190.00,37.40,10.50,30.70,232.00,5.40,28.60,1.90
greenbay,560.00,6482.00,988.00,6.60,14.00,6.00,353.00,376.00,552.00,4924.00,51.00,8.00,8.30,230.00,395.00,1558.00,12.00,3.90,89.00,76.00,591.00,34.00,180.00,48.30,6.10,30.80,242.00,5.64,36.00,2.85,359.00,6585.00,1049.00,6.30,14.00,7.00,358.00,390.00,637.00,4796.00,29.00,31.00,7.20,246.00,383.00,1789.00,10.00,4.70,96.00,122.00,948.00,34.00,183.00,33.90,20.20,25.50,235.00,5.90,35.90,1.89
detroit,474.00,6337.00,1058.00,6.00,23.00,7.00,349.00,423.00,666.00,4814.00,41.00,16.00,6.90,244.00,356.00,1523.00,9.00,4.30,71.00,128.00,1075.00,34.00,197.00,37.60,10.70,28.70,227.00,5.52,32.20,2.14,387.00,5881.00,1055.00,5.60,23.00,13.00,325.00,376.00,604.00,3831.00,26.00,21.00,5.90,195.00,410.00,2050.00,10.00,5.00,91.00,119.00,982.00,34.00,204.00,32.40,16.20,27.00,221.00,5.30,28.80,1.68
chicago,353.00,5026.00,978.00,5.10,29.00,9.00,271.00,268.00,473.00,3011.00,18.00,20.00,5.80,153.00,456.00,2015.00,10.00,4.40,97.00,104.00,800.00,21.00,199.00,28.60,14.60,27.00,227.00,5.08,25.20,1.44,341.00,5607.00,1048.00,5.40,29.00,11.00,291.00,383.00,631.00,4065.00,22.00,20.00,6.10,199.00,384.00,1542.00,10.00,4.00,75.00,98.00,719.00,21.00,203.00,30.50,14.30,30.80,222.00,5.30,27.60,1.55
minnesota,340.00,5275.00,1007.00,5.20,26.00,9.00,297.00,286.00,510.00,2957.00,20.00,17.00,5.30,159.00,448.00,2318.00,18.00,5.20,118.00,109.00,908.00,20.00,189.00,31.70,13.20,29.10,226.00,5.48,27.90,1.76,449.00,5731.00,1027.00,5.60,26.00,15.00,332.00,367.00,538.00,4019.00,34.00,8.00,6.80,213.00,439.00,1712.00,10.00,3.90,92.00,97.00,834.00,20.00,185.00,41.10,10.80,30.00,243.00,5.70,30.90,2.18
neworleans,547.00,7474.00,1117.00,6.70,19.00,5.00,416.00,472.00,662.00,5347.00,46.00,14.00,7.80,280.00,431.00,2127.00,16.00,4.90,116.00,99.00,851.00,20.00,175.00,51.40,10.90,28.20,255.00,6.58,42.60,2.96,339.00,5895.00,1010.00,5.80,19.00,7.00,326.00,362.00,626.00,4157.00,24.00,9.00,6.30,196.00,351.00,1738.00,11.00,5.00,92.00,109.00,912.00,20.00,182.00,34.10,8.80,25.80,230.00,5.70,32.40,1.79
atlanta,402.00,6026.00,1073.00,5.60,21.00,8.00,349.00,365.00,594.00,4192.00,29.00,13.00,6.80,215.00,453.00,1834.00,14.00,4.00,100.00,93.00,769.00,34.00,187.00,37.40,10.70,28.50,246.00,5.89,32.20,2.04,350.00,5338.00,965.00,5.50,21.00,10.00,292.00,340.00,560.00,3786.00,25.00,19.00,6.40,186.00,372.00,1552.00,10.00,4.20,87.00,101.00,843.00,34.00,180.00,32.20,15.00,26.90,230.00,5.50,29.60,1.74
carolina,406.00,6237.00,999.00,6.20,23.00,6.00,345.00,312.00,519.00,3829.00,21.00,17.00,6.90,175.00,445.00,2408.00,26.00,5.40,139.00,113.00,1013.00,31.00,179.00,38.50,12.80,27.90,242.00,5.74,34.80,2.21,429.00,6042.00,972.00,6.20,23.00,10.00,329.00,318.00,490.00,3949.00,28.00,14.00,7.60,191.00,451.00,2093.00,18.00,4.60,110.00,98.00,901.00,31.00,171.00,42.70,12.90,28.00,247.00,5.90,35.10,2.36
tampabay,287.00,5108.00,966.00,5.30,40.00,16.00,277.00,365.00,588.00,3650.00,17.00,24.00,5.90,180.00,346.00,1458.00,9.00,4.20,74.00,123.00,1007.00,23.00,181.00,28.70,20.40,27.00,234.00,5.49,28.00,1.44,494.00,6311.00,1002.00,6.30,40.00,10.00,356.00,301.00,481.00,3814.00,30.00,14.00,7.60,188.00,498.00,2497.00,26.00,5.00,135.00,95.00,786.00,23.00,184.00,42.90,13.00,31.00,242.00,5.60,34.30,2.51
sanfrancisco,380.00,4974.00,993.00,5.00,10.00,5.00,282.00,277.00,451.00,2930.00,18.00,5.00,5.90,150.00,498.00,2044.00,14.00,4.10,101.00,113.00,1014.00,31.00,192.00,39.60,5.20,33.50,241.00,5.44,25.90,1.85,229.00,4931.00,974.00,5.10,10.00,15.00,267.00,333.00,579.00,3695.00,20.00,23.00,6.00,190.00,353.00,1236.00,3.00,3.50,53.00,98.00,867.00,31.00,193.00,23.30,18.70,24.30,220.00,5.20,25.50,1.18
arizona,312.00,5192.00,993.00,5.20,32.00,9.00,286.00,307.00,550.00,3567.00,21.00,23.00,5.90,175.00,389.00,1625.00,12.00,4.20,83.00,106.00,1004.00,28.00,199.00,26.10,15.60,25.60,218.00,5.11,26.00,1.45,348.00,5682.00,1095.00,5.20,32.00,9.00,333.00,340.00,578.00,3696.00,17.00,10.00,6.00,174.00,475.00,1986.00,15.00,4.20,118.00,122.00,950.00,28.00,204.00,32.80,9.30,31.00,233.00,5.60,27.70,1.61
seattle,321.00,4861.00,1003.00,4.80,23.00,9.00,265.00,299.00,509.00,3105.00,15.00,14.00,5.60,153.00,444.00,1756.00,15.00,4.00,89.00,138.00,1047.00,23.00,198.00,27.80,11.60,31.30,218.00,5.22,24.40,1.44,315.00,5315.00,1049.00,5.10,23.00,9.00,310.00,324.00,543.00,3518.00,18.00,22.00,6.10,174.00,473.00,1797.00,10.00,3.80,96.00,96.00,907.00,23.00,196.00,28.60,14.80,26.80,238.00,5.50,27.10,1.43
stlouis,193.00,4537.00,1013.00,4.50,23.00,13.00,267.00,292.00,549.00,2870.00,9.00,10.00,4.80,159.00,409.00,1667.00,7.00,4.10,79.00,112.00,899.00,29.00,196.00,18.90,11.20,26.40,218.00,5.31,23.00,0.89,407.00,5734.00,1033.00,5.60,23.00,6.00,313.00,293.00,484.00,3301.00,21.00,12.00,6.30,166.00,510.00,2433.00,17.00,4.80,122.00,111.00,951.00,29.00,192.00,35.90,8.90,29.70,240.00,5.60,29.80,1.87
