name,team_points,team_total_yards,team_plays_offense,team_yds_per_play_offense,team_turnovers,team_fumbles_lost,team_first_down,team_pass_cmp,team_pass_att,team_pass_yds,team_pass_td,team_pass_int,team_pass_net_yds_per_att,team_pass_fd,team_rush_att,team_rush_yds,team_rush_td,team_rush_yds_per_att,team_rush_fd,team_penalties,team_penalties_yds,team_pen_fd,team_drives,team_score_pct,team_turnover_pct,team_start_avg,team_time_avg,team_plays_per_drive,team_yds_per_drive,team_points_avg,opp_points,opp_total_yards,opp_plays_offense,opp_yds_per_play_offense,opp_turnovers,opp_fumbles_lost,opp_first_down,opp_pass_cmp,opp_pass_att,opp_pass_yds,opp_pass_td,opp_pass_int,opp_pass_net_yds_per_att,opp_pass_fd,opp_rush_att,opp_rush_yds,opp_rush_td,opp_rush_yds_per_att,opp_rush_fd,opp_penalties,opp_penalties_yds,opp_pen_fd,opp_drives,opp_score_pct,opp_turnover_pct,opp_start_avg,opp_time_avg,opp_plays_per_drive,opp_yds_per_drive,opp_points_avg
tennessee,354.00,5623.00,990.00,5.70,31.00,16.00,288.00,271.00,476.00,3031.00,16.00,15.00,6.20,154.00,499.00,2592.00,19.00,5.20,115.00,98.00,821.00,19.00,187.00,33.20,15.00,27.10,227.00,5.47,29.90,1.74,402.00,5850.00,1038.00,5.60,31.00,7.00,323.00,404.00,604.00,4139.00,31.00,20.00,6.50,210.00,402.00,1711.00,16.00,4.30,89.00,94.00,724.00,19.00,190.00,36.30,13.70,32.30,241.00,5.60,30.80,2.08
jacksonville,290.00,5385.00,1010.00,5.30,23.00,13.00,300.00,315.00,519.00,3356.00,15.00,10.00,6.00,170.00,447.00,2029.00,19.00,4.50,114.00,70.00,542.00,16.00,176.00,29.50,12.50,28.50,246.00,5.90,30.60,1.66,380.00,5637.00,982.00,5.70,23.00,10.00,307.00,345.00,510.00,3774.00,28.00,15.00,7.20,191.00,458.00,1863.00,12.00,4.10,100.00,64.00,498.00,16.00,168.00,38.10,14.30,29.30,252.00,6.00,33.60,2.10
sandiego,454.00,5761.00,972.00,5.90,17.00,7.00,330.00,338.00,519.00,4338.00,29.00,10.00,8.00,222.00,427.00,1423.00,17.00,3.30,80.00,78.00,570.00,28.00,170.00,45.90,9.40,30.80,249.00,5.92,33.90,2.46,320.00,5232.00,991.00,5.30,17.00,11.00,309.00,326.00,534.00,3348.00,23.00,14.00,5.90,177.00,422.00,1884.00,10.00,4.50,112.00,103.00,795.00,28.00,168.00,34.50,14.30,29.00,252.00,6.10,30.90,1.82
denver,326.00,5463.00,1032.00,5.30,23.00,10.00,306.00,341.00,558.00,3627.00,21.00,13.00,6.10,186.00,440.00,1836.00,9.00,4.20,95.00,93.00,800.00,25.00,189.00,31.70,11.60,29.00,233.00,5.65,28.90,1.59,324.00,5040.00,1007.00,5.00,23.00,13.00,290.00,298.00,510.00,2981.00,18.00,17.00,5.40,167.00,458.00,2059.00,11.00,4.50,99.00,78.00,726.00,25.00,185.00,31.40,15.70,27.60,236.00,5.60,27.00,1.57
oakland,197.00,4258.00,944.00,4.50,33.00,15.00,234.00,255.00,485.00,2557.00,10.00,18.00,4.80,131.00,410.00,1701.00,7.00,4.10,81.00,117.00,920.00,22.00,194.00,22.20,16.50,27.10,220.00,5.02,21.90,1.02,379.00,5791.00,1023.00,5.70,33.00,12.00,314.00,259.00,438.00,3303.00,16.00,8.00,7.00,158.00,548.00,2488.00,24.00,4.50,126.00,86.00,684.00,22.00,193.00,36.30,7.80,30.70,238.00,5.50,30.10,1.92
kansascity,294.00,4851.00,1019.00,4.80,27.00,10.00,256.00,296.00,536.00,2922.00,18.00,17.00,5.00,139.00,438.00,1929.00,8.00,4.40,91.00,84.00,667.00,26.00,202.00,25.20,12.40,28.50,213.00,5.19,23.70,1.27,424.00,6211.00,1062.00,5.80,27.00,13.00,318.00,302.00,509.00,3707.00,25.00,15.00,7.00,178.00,531.00,2504.00,18.00,4.70,122.00,106.00,821.00,26.00,201.00,35.80,13.40,30.70,237.00,5.50,30.80,1.93
dallas,361.00,6390.00,1020.00,6.30,19.00,10.00,335.00,347.00,550.00,4287.00,26.00,9.00,7.30,203.00,436.00,2103.00,14.00,4.80,110.00,115.00,892.00,22.00,179.00,33.50,9.50,27.60,253.00,5.87,35.70,1.90,250.00,5054.00,979.00,5.20,19.00,10.00,286.00,344.00,572.00,3606.00,19.00,11.00,5.90,186.00,365.00,1448.00,7.00,4.00,74.00,93.00,768.00,22.00,181.00,24.30,11.60,26.10,229.00,5.60,27.90,1.30
philadelphia,429.00,5726.00,975.00,5.90,23.00,10.00,290.00,335.00,553.00,4089.00,27.00,13.00,6.90,182.00,384.00,1637.00,14.00,4.30,87.00,115.00,951.00,21.00,192.00,38.00,10.40,30.60,221.00,5.27,29.80,1.99,337.00,5137.00,1037.00,5.00,23.00,13.00,295.00,354.00,580.00,3462.00,27.00,25.00,5.50,179.00,413.00,1675.00,11.00,4.10,81.00,104.00,789.00,21.00,197.00,29.90,17.30,31.70,235.00,5.40,26.00,1.67
nygiants,402.00,5856.00,1017.00,5.80,31.00,17.00,323.00,338.00,542.00,4019.00,28.00,14.00,7.00,194.00,443.00,1837.00,14.00,4.10,103.00,95.00,802.00,26.00,183.00,37.70,15.30,30.50,246.00,5.73,32.00,2.05,427.00,5198.00,953.00,5.50,31.00,11.00,308.00,314.00,498.00,3425.00,31.00,13.00,6.50,182.00,423.00,1773.00,21.00,4.20,103.00,88.00,678.00,26.00,182.00,38.50,11.50,31.60,231.00,5.40,28.50,2.30
washington,266.00,5000.00,970.00,5.20,28.00,12.00,280.00,340.00,533.00,3490.00,21.00,16.00,6.00,191.00,391.00,1510.00,8.00,3.90,72.00,85.00,679.00,17.00,172.00,29.70,13.40,28.70,242.00,5.78,28.90,1.56,336.00,5115.00,1000.00,5.10,28.00,6.00,280.00,314.00,511.00,3316.00,19.00,11.00,6.00,176.00,449.00,1799.00,10.00,4.00,85.00,98.00,763.00,17.00,178.00,33.70,9.60,31.80,249.00,5.80,28.70,1.66
minnesota,470.00,6074.00,1054.00,5.80,18.00,11.00,343.00,377.00,553.00,4156.00,34.00,7.00,7.10,220.00,467.00,1918.00,19.00,4.10,99.00,101.00,757.00,24.00,188.00,42.00,9.00,32.50,248.00,5.76,32.20,2.39,312.00,4888.00,940.00,5.20,18.00,13.00,271.00,341.00,535.00,3494.00,26.00,11.00,6.00,183.00,357.00,1394.00,5.00,3.90,63.00,109.00,902.00,24.00,188.00,28.20,11.70,27.70,220.00,5.10,25.90,1.51
greenbay,461.00,6065.00,1042.00,5.80,16.00,8.00,335.00,357.00,553.00,4180.00,30.00,8.00,6.90,201.00,438.00,1885.00,20.00,4.30,102.00,118.00,1057.00,32.00,191.00,40.30,7.90,32.30,246.00,5.64,31.70,2.26,297.00,4551.00,948.00,4.80,16.00,10.00,272.00,294.00,540.00,3218.00,29.00,30.00,5.60,168.00,371.00,1333.00,5.00,3.60,68.00,107.00,914.00,32.00,186.00,25.30,21.00,31.10,219.00,5.20,24.50,1.49
chicago,327.00,4965.00,971.00,5.10,34.00,7.00,262.00,340.00,563.00,3473.00,27.00,27.00,5.80,170.00,373.00,1492.00,6.00,4.00,71.00,100.00,836.00,21.00,193.00,29.50,16.60,32.40,222.00,5.18,25.70,1.57,375.00,5404.00,1033.00,5.20,34.00,15.00,312.00,341.00,531.00,3382.00,29.00,13.00,6.00,186.00,467.00,2022.00,14.00,4.30,105.00,88.00,744.00,21.00,193.00,35.20,13.50,32.10,238.00,5.50,28.00,1.95
detroit,262.00,4784.00,1037.00,4.60,41.00,9.00,281.00,316.00,585.00,3168.00,16.00,32.00,5.00,168.00,409.00,1616.00,9.00,4.00,82.00,98.00,768.00,31.00,194.00,23.70,20.10,27.70,223.00,5.49,24.60,1.23,494.00,6274.00,1029.00,6.10,41.00,14.00,332.00,371.00,545.00,4249.00,35.00,9.00,7.40,213.00,458.00,2025.00,18.00,4.40,95.00,113.00,944.00,31.00,192.00,43.80,10.40,35.80,235.00,5.50,32.60,2.42
neworleans,510.00,6461.00,1032.00,6.30,28.00,16.00,348.00,378.00,544.00,4355.00,34.00,12.00,7.70,215.00,468.00,2106.00,21.00,4.50,115.00,89.00,787.00,18.00,185.00,41.60,13.50,31.40,244.00,5.73,34.90,2.44,341.00,5724.00,1044.00,5.50,28.00,13.00,310.00,330.00,574.00,3769.00,15.00,26.00,6.20,175.00,435.00,1955.00,19.00,4.50,111.00,86.00,717.00,18.00,194.00,31.40,18.00,28.50,225.00,5.50,29.50,1.64
atlanta,363.00,5447.00,1048.00,5.20,25.00,8.00,330.00,332.00,570.00,3571.00,26.00,17.00,6.00,192.00,451.00,1876.00,15.00,4.20,105.00,78.00,664.00,33.00,170.00,35.30,13.50,30.60,249.00,6.34,32.10,2.02,325.00,5582.00,997.00,5.60,25.00,13.00,303.00,335.00,536.00,3871.00,25.00,15.00,6.90,197.00,433.00,1711.00,10.00,4.00,89.00,110.00,892.00,33.00,171.00,32.20,15.20,27.90,250.00,6.00,32.60,1.78
carolina,315.00,5297.00,1023.00,5.20,31.00,11.00,289.00,264.00,465.00,2799.00,16.00,20.00,5.60,152.00,525.00,2498.00,18.00,4.80,123.00,88.00,698.00,14.00,193.00,29.00,15.00,28.20,230.00,5.45,27.40,1.58,308.00,5053.00,976.00,5.20,31.00,15.00,290.00,305.00,495.00,3056.00,14.00,22.00,5.80,155.00,450.00,1997.00,15.00,4.40,109.00,82.00,632.00,14.00,181.00,26.50,19.30,31.00,238.00,5.50,27.90,1.44
tampabay,244.00,4600.00,961.00,4.80,34.00,5.00,246.00,279.00,524.00,2973.00,18.00,29.00,5.30,148.00,404.00,1627.00,5.00,4.00,80.00,93.00,696.00,18.00,194.00,20.10,17.50,30.40,222.00,5.09,23.60,1.08,400.00,5849.00,1039.00,5.60,34.00,10.00,324.00,301.00,482.00,3318.00,28.00,19.00,6.50,171.00,529.00,2531.00,16.00,4.80,129.00,80.00,731.00,18.00,190.00,36.80,14.20,31.10,240.00,5.60,30.70,2.03
arizona,375.00,5510.00,985.00,5.60,36.00,18.00,317.00,392.00,594.00,4016.00,27.00,18.00,6.50,215.00,365.00,1494.00,16.00,4.10,77.00,108.00,886.00,25.00,199.00,30.70,17.10,29.90,224.00,5.05,27.60,1.78,325.00,5543.00,1038.00,5.30,36.00,8.00,289.00,346.00,593.00,3739.00,22.00,21.00,5.90,188.00,402.00,1804.00,13.00,4.50,81.00,104.00,840.00,25.00,196.00,27.60,13.80,28.50,228.00,5.40,28.30,1.54
sanfrancisco,330.00,4652.00,939.00,5.00,24.00,10.00,238.00,312.00,528.00,3052.00,23.00,14.00,5.40,137.00,371.00,1600.00,12.00,4.30,77.00,98.00,758.00,24.00,196.00,27.60,10.20,29.10,226.00,4.91,23.80,1.54,281.00,5222.00,1050.00,5.00,24.00,15.00,278.00,352.00,580.00,3670.00,14.00,18.00,5.90,176.00,426.00,1552.00,12.00,3.60,77.00,114.00,969.00,24.00,206.00,26.70,15.50,29.60,221.00,5.30,25.20,1.31
seattle,280.00,5069.00,1045.00,4.90,31.00,12.00,297.00,372.00,609.00,3503.00,20.00,19.00,5.40,184.00,395.00,1566.00,7.00,4.00,80.00,95.00,840.00,33.00,194.00,26.30,15.50,28.40,216.00,5.52,25.80,1.35,390.00,5703.00,1024.00,5.60,31.00,10.00,305.00,374.00,568.00,3927.00,27.00,13.00,6.60,204.00,428.00,1776.00,17.00,4.10,80.00,111.00,971.00,33.00,196.00,33.70,10.70,29.40,239.00,5.40,29.10,1.91
stlouis,175.00,4470.00,998.00,4.50,33.00,12.00,259.00,312.00,543.00,2686.00,12.00,21.00,4.60,159.00,411.00,1784.00,4.00,4.30,79.00,100.00,834.00,21.00,181.00,19.30,16.60,28.10,235.00,5.65,24.60,0.93,436.00,5965.00,1016.00,5.90,33.00,12.00,333.00,315.00,491.00,3764.00,22.00,8.00,7.30,182.00,500.00,2201.00,24.00,4.40,127.00,80.00,613.00,21.00,184.00,35.30,10.30,28.00,243.00,5.60,32.40,2.06
