name,team_points,team_total_yards,team_plays_offense,team_yds_per_play_offense,team_turnovers,team_fumbles_lost,team_first_down,team_pass_cmp,team_pass_att,team_pass_yds,team_pass_td,team_pass_int,team_pass_net_yds_per_att,team_pass_fd,team_rush_att,team_rush_yds,team_rush_td,team_rush_yds_per_att,team_rush_fd,team_penalties,team_penalties_yds,team_pen_fd,team_drives,team_score_pct,team_turnover_pct,team_start_avg,team_time_avg,team_plays_per_drive,team_yds_per_drive,team_points_avg,opp_points,opp_total_yards,opp_plays_offense,opp_yds_per_play_offense,opp_turnovers,opp_fumbles_lost,opp_first_down,opp_pass_cmp,opp_pass_att,opp_pass_yds,opp_pass_td,opp_pass_int,opp_pass_net_yds_per_att,opp_pass_fd,opp_rush_att,opp_rush_yds,opp_rush_td,opp_rush_yds_per_att,opp_rush_fd,opp_penalties,opp_penalties_yds,opp_pen_fd,opp_drives,opp_score_pct,opp_turnover_pct,opp_start_avg,opp_time_avg,opp_plays_per_drive,opp_yds_per_drive,opp_points_avg
jacksonville,70.00,1039.00,184.00,5.60,4.00,1.00,69.00,79.00,107.00,711.00,6.00,3.00,6.10,45.00,67.00,328.00,3.00,4.90,18.00,22.00,184.00,6.00,28.00,42.90,14.30,24.30,303.00,6.68,37.10,2.57,84.00,1093.00,185.00,5.90,4.00,0.00,73.00,72.00,90.00,744.00,7.00,2.00,8.00,38.00,92.00,349.00,3.00,3.80,22.00,15.00,161.00,6.00,29.00,51.70,6.90,32.90,315.00,6.60,37.70,2.93
houston,57.00,924.00,162.00,5.70,4.00,1.00,52.00,64.00,95.00,726.00,4.00,3.00,6.70,40.00,54.00,198.00,3.00,3.70,11.00,13.00,108.00,1.00,29.00,34.50,13.80,24.30,232.00,5.72,31.90,2.00,95.00,1163.00,208.00,5.60,4.00,0.00,76.00,65.00,92.00,598.00,6.00,0.00,6.00,40.00,109.00,565.00,3.00,5.20,30.00,6.00,40.00,1.00,29.00,58.60,0.00,30.50,340.00,7.40,40.10,3.00
kansascity,91.00,1300.00,210.00,6.20,1.00,1.00,80.00,82.00,121.00,877.00,9.00,0.00,7.10,53.00,87.00,423.00,2.00,4.90,22.00,18.00,133.00,5.00,19.00,57.90,0.00,29.40,320.00,7.47,41.20,3.00,60.00,1067.00,190.00,5.60,1.00,1.00,65.00,57.00,93.00,608.00,3.00,2.00,5.90,32.00,87.00,459.00,3.00,5.30,29.00,17.00,122.00,5.00,19.00,36.80,10.50,22.00,324.00,7.40,44.20,2.16
lasvegas,88.00,1124.00,193.00,5.80,4.00,4.00,73.00,74.00,100.00,749.00,6.00,0.00,7.10,42.00,88.00,375.00,4.00,4.30,22.00,12.00,93.00,9.00,29.00,55.20,13.80,29.10,312.00,6.90,38.60,3.03,90.00,1218.00,190.00,6.40,4.00,0.00,73.00,65.00,100.00,727.00,3.00,2.00,7.10,38.00,87.00,491.00,6.00,5.60,30.00,17.00,227.00,9.00,30.00,53.30,6.70,27.00,254.00,6.60,40.60,2.80
lachargers,52.00,1277.00,224.00,5.70,5.00,3.00,73.00,73.00,112.00,822.00,2.00,2.00,7.00,42.00,106.00,455.00,3.00,4.30,27.00,20.00,135.00,4.00,33.00,33.30,15.20,24.20,303.00,7.00,38.20,1.61,57.00,1011.00,188.00,5.40,5.00,1.00,56.00,72.00,111.00,683.00,3.00,1.00,5.80,39.00,71.00,328.00,1.00,4.60,15.00,21.00,164.00,4.00,32.00,43.80,6.30,31.40,244.00,6.20,31.40,1.81
denver,45.00,868.00,190.00,4.60,5.00,2.00,55.00,66.00,111.00,615.00,4.00,3.00,5.00,33.00,66.00,253.00,1.00,3.80,13.00,13.00,116.00,9.00,35.00,22.90,14.30,26.30,225.00,5.54,24.40,1.26,70.00,1140.00,207.00,5.50,5.00,1.00,62.00,83.00,122.00,833.00,7.00,1.00,6.60,44.00,81.00,307.00,1.00,3.80,15.00,24.00,197.00,9.00,36.00,33.30,5.60,31.90,239.00,5.90,31.40,1.89
washingtonfootball,62.00,864.00,192.00,4.50,7.00,4.00,56.00,57.00,101.00,564.00,4.00,3.00,5.10,33.00,81.00,300.00,4.00,3.70,18.00,17.00,137.00,5.00,38.00,28.90,15.80,32.20,209.00,5.16,22.50,1.71,81.00,1003.00,202.00,5.00,7.00,1.00,60.00,66.00,103.00,628.00,5.00,3.00,5.40,38.00,86.00,375.00,4.00,4.40,17.00,20.00,167.00,5.00,38.00,39.50,10.50,29.10,235.00,5.50,26.40,2.13
dallas,88.00,1472.00,230.00,6.40,6.00,4.00,84.00,96.00,145.00,1150.00,5.00,2.00,7.60,54.00,79.00,322.00,6.00,4.10,23.00,24.00,184.00,7.00,37.00,43.20,16.20,23.00,206.00,6.38,39.80,2.49,97.00,1214.00,214.00,5.70,6.00,1.00,68.00,71.00,108.00,831.00,9.00,1.00,7.30,42.00,100.00,383.00,2.00,3.80,20.00,18.00,115.00,7.00,37.00,45.90,5.40,34.30,245.00,6.00,32.80,2.57
philadelphia,59.00,1009.00,222.00,4.50,8.00,2.00,71.00,79.00,132.00,656.00,3.00,6.00,4.60,37.00,79.00,353.00,3.00,4.50,26.00,19.00,143.00,8.00,38.00,31.60,21.10,25.80,233.00,6.03,26.50,1.58,87.00,992.00,207.00,4.80,8.00,1.00,72.00,68.00,102.00,673.00,6.00,0.00,5.90,47.00,93.00,319.00,4.00,3.40,18.00,20.00,152.00,8.00,40.00,40.00,0.00,34.20,219.00,5.40,24.80,2.20
nygiants,38.00,817.00,175.00,4.70,7.00,3.00,55.00,68.00,113.00,647.00,2.00,4.00,5.30,39.00,53.00,170.00,1.00,3.20,9.00,12.00,63.00,7.00,29.00,31.00,24.10,30.70,233.00,6.28,28.00,1.34,79.00,1073.00,201.00,5.30,7.00,1.00,66.00,64.00,96.00,704.00,6.00,2.00,6.80,44.00,97.00,369.00,3.00,3.80,19.00,14.00,114.00,7.00,28.00,53.60,7.10,31.70,347.00,7.50,38.30,2.89
greenbay,122.00,1379.00,201.00,6.90,0.00,0.00,81.00,71.00,106.00,864.00,9.00,0.00,8.00,44.00,93.00,515.00,4.00,5.50,26.00,16.00,133.00,11.00,30.00,66.70,0.00,31.80,335.00,6.93,46.00,3.73,85.00,1086.00,165.00,6.60,0.00,1.00,65.00,68.00,94.00,741.00,7.00,2.00,7.30,36.00,63.00,345.00,3.00,5.50,23.00,20.00,173.00,11.00,31.00,45.20,9.70,23.80,220.00,5.50,35.00,2.65
chicago,74.00,1104.00,207.00,5.30,4.00,0.00,68.00,67.00,115.00,690.00,9.00,4.00,5.70,40.00,85.00,414.00,0.00,4.90,22.00,21.00,176.00,6.00,35.00,37.10,11.40,30.50,249.00,6.09,31.50,2.14,62.00,1092.00,199.00,5.50,4.00,1.00,69.00,68.00,120.00,735.00,2.00,3.00,5.80,42.00,72.00,357.00,4.00,5.00,17.00,18.00,162.00,6.00,36.00,36.10,11.10,28.70,216.00,5.80,30.30,1.75
detroit,70.00,1055.00,192.00,5.50,2.00,0.00,66.00,66.00,106.00,738.00,5.00,2.00,6.40,40.00,77.00,317.00,2.00,4.10,18.00,22.00,193.00,8.00,33.00,42.40,6.10,27.50,242.00,6.09,32.00,2.12,92.00,1228.00,194.00,6.30,2.00,0.00,80.00,61.00,101.00,711.00,7.00,3.00,6.80,44.00,90.00,517.00,3.00,5.70,26.00,21.00,156.00,8.00,32.00,46.90,9.40,25.70,251.00,6.20,38.40,2.66
minnesota,75.00,1021.00,158.00,6.50,7.00,1.00,59.00,46.00,78.00,581.00,5.00,6.00,6.80,28.00,73.00,440.00,4.00,6.00,23.00,14.00,85.00,8.00,33.00,36.40,21.20,22.30,205.00,4.91,30.50,2.18,102.00,1320.00,216.00,6.10,7.00,0.00,78.00,74.00,106.00,877.00,5.00,2.00,8.00,40.00,107.00,443.00,4.00,4.10,32.00,19.00,201.00,8.00,33.00,63.60,6.10,37.20,322.00,6.90,39.40,3.00
tampabay,82.00,1002.00,187.00,5.40,5.00,2.00,60.00,71.00,109.00,726.00,6.00,3.00,6.40,33.00,73.00,276.00,4.00,3.80,17.00,23.00,211.00,10.00,36.00,38.90,11.10,30.20,225.00,5.33,27.70,2.28,61.00,924.00,196.00,4.70,5.00,2.00,55.00,77.00,112.00,713.00,3.00,4.00,5.80,37.00,72.00,211.00,3.00,2.90,12.00,19.00,226.00,10.00,36.00,27.80,16.70,30.40,235.00,5.60,25.70,1.50
carolina,68.00,1117.00,187.00,6.00,4.00,2.00,60.00,77.00,104.00,820.00,2.00,2.00,7.30,41.00,75.00,297.00,4.00,4.00,15.00,17.00,172.00,4.00,32.00,46.90,12.50,29.90,253.00,6.13,34.90,2.16,81.00,1147.00,192.00,6.00,4.00,4.00,69.00,80.00,114.00,775.00,3.00,2.00,6.70,40.00,76.00,372.00,7.00,4.90,22.00,16.00,137.00,4.00,30.00,46.70,20.00,31.80,256.00,6.50,37.50,2.73
neworleans,88.00,1092.00,181.00,6.00,2.00,1.00,65.00,74.00,105.00,776.00,6.00,1.00,7.20,41.00,73.00,316.00,3.00,4.30,18.00,24.00,331.00,6.00,32.00,46.90,6.30,33.50,236.00,5.84,34.10,2.53,94.00,1056.00,200.00,5.30,2.00,2.00,75.00,72.00,106.00,756.00,8.00,2.00,6.70,42.00,87.00,300.00,3.00,3.40,18.00,14.00,126.00,6.00,32.00,53.10,9.40,25.50,301.00,6.50,32.80,2.97
atlanta,90.00,1257.00,214.00,5.90,3.00,1.00,72.00,80.00,129.00,928.00,7.00,2.00,6.90,51.00,80.00,329.00,3.00,4.10,15.00,21.00,198.00,6.00,38.00,47.40,7.90,31.70,220.00,5.87,33.10,2.47,108.00,1390.00,217.00,6.40,3.00,3.00,79.00,94.00,135.00,1051.00,9.00,2.00,7.50,49.00,76.00,339.00,5.00,4.50,23.00,23.00,201.00,6.00,38.00,47.40,13.20,29.50,225.00,5.80,36.60,2.89
seattle,111.00,1224.00,188.00,6.50,2.00,1.00,67.00,79.00,103.00,869.00,14.00,1.00,7.80,41.00,76.00,355.00,1.00,4.70,20.00,20.00,144.00,6.00,35.00,45.70,5.70,31.90,242.00,5.40,35.00,3.09,86.00,1492.00,227.00,6.60,2.00,2.00,84.00,104.00,155.00,1292.00,6.00,4.00,8.10,65.00,67.00,200.00,4.00,3.00,14.00,18.00,143.00,6.00,36.00,41.70,16.70,20.40,223.00,6.50,41.40,2.36
larams,89.00,1349.00,205.00,6.60,4.00,2.00,81.00,63.00,90.00,838.00,5.00,2.00,8.90,44.00,111.00,511.00,6.00,4.60,35.00,12.00,88.00,2.00,31.00,48.40,9.70,29.20,312.00,6.81,43.10,2.87,71.00,1118.00,196.00,5.70,4.00,2.00,72.00,75.00,115.00,760.00,5.00,3.00,6.20,41.00,74.00,358.00,4.00,4.80,28.00,17.00,135.00,2.00,29.00,41.40,17.20,29.60,247.00,6.90,38.60,2.48
sanfrancisco,87.00,1145.00,193.00,5.90,1.00,0.00,64.00,66.00,96.00,747.00,5.00,1.00,7.20,41.00,89.00,398.00,5.00,4.50,16.00,16.00,157.00,7.00,31.00,51.60,3.20,31.70,315.00,6.45,36.90,2.84,46.00,912.00,189.00,4.80,1.00,2.00,59.00,64.00,104.00,562.00,2.00,2.00,5.20,30.00,80.00,350.00,2.00,4.40,21.00,19.00,195.00,7.00,31.00,32.30,12.90,26.20,234.00,6.40,29.30,1.48
arizona,77.00,1219.00,214.00,5.70,5.00,0.00,79.00,75.00,113.00,770.00,4.00,5.00,6.50,41.00,95.00,449.00,5.00,4.70,31.00,27.00,247.00,7.00,34.00,41.20,14.70,23.10,243.00,6.50,35.90,2.29,61.00,1004.00,183.00,5.50,5.00,2.00,59.00,60.00,97.00,674.00,5.00,0.00,6.20,36.00,75.00,330.00,1.00,4.40,16.00,18.00,141.00,7.00,32.00,40.60,3.10,31.80,244.00,5.90,31.40,1.97
