name,team_points,team_total_yards,team_plays_offense,team_yds_per_play_offense,team_turnovers,team_fumbles_lost,team_first_down,team_pass_cmp,team_pass_att,team_pass_yds,team_pass_td,team_pass_int,team_pass_net_yds_per_att,team_pass_fd,team_rush_att,team_rush_yds,team_rush_td,team_rush_yds_per_att,team_rush_fd,team_penalties,team_penalties_yds,team_pen_fd,team_drives,team_score_pct,team_turnover_pct,team_start_avg,team_time_avg,team_plays_per_drive,team_yds_per_drive,team_points_avg,opp_points,opp_total_yards,opp_plays_offense,opp_yds_per_play_offense,opp_turnovers,opp_fumbles_lost,opp_first_down,opp_pass_cmp,opp_pass_att,opp_pass_yds,opp_pass_td,opp_pass_int,opp_pass_net_yds_per_att,opp_pass_fd,opp_rush_att,opp_rush_yds,opp_rush_td,opp_rush_yds_per_att,opp_rush_fd,opp_penalties,opp_penalties_yds,opp_pen_fd,opp_drives,opp_score_pct,opp_turnover_pct,opp_start_avg,opp_time_avg,opp_plays_per_drive,opp_yds_per_drive,opp_points_avg
jacksonville,376.00,5581.00,1012.00,5.50,28.00,10.00,313.00,355.00,607.00,4108.00,35.00,18.00,6.20,215.00,354.00,1473.00,5.00,4.20,69.00,105.00,880.00,29.00,193.00,34.20,14.00,27.20,219.00,5.40,28.60,1.85,448.00,6000.00,1102.00,5.40,18.00,9.00,362.00,390.00,602.00,4291.00,29.00,9.00,6.70,222.00,464.00,1709.00,15.00,3.70,102.00,114.00,989.00,38.00,194.00,38.10,8.80,28.90,242.00,5.90,30.90,2.05
tennessee,299.00,4988.00,976.00,5.10,33.00,16.00,298.00,342.00,551.00,3503.00,25.00,17.00,5.80,195.00,371.00,1485.00,10.00,4.00,66.00,93.00,779.00,37.00,191.00,25.70,16.20,27.00,229.00,5.19,26.10,1.50,423.00,5475.00,1004.00,5.50,19.00,8.00,317.00,319.00,503.00,3678.00,34.00,11.00,6.80,192.00,462.00,1797.00,11.00,3.90,101.00,112.00,982.00,24.00,186.00,36.60,8.10,28.80,239.00,5.50,29.30,2.06
denver,355.00,5688.00,1056.00,5.40,31.00,8.00,314.00,368.00,606.00,3970.00,19.00,23.00,6.20,201.00,411.00,1718.00,13.00,4.20,85.00,115.00,1063.00,28.00,199.00,31.20,15.10,25.90,227.00,5.48,28.60,1.58,296.00,4530.00,1033.00,4.40,27.00,13.00,289.00,344.00,573.00,3193.00,19.00,14.00,5.10,162.00,408.00,1337.00,10.00,3.30,81.00,104.00,773.00,46.00,201.00,26.90,11.90,29.50,226.00,5.30,22.50,1.38
kansascity,405.00,5299.00,955.00,5.50,15.00,8.00,303.00,310.00,473.00,3255.00,20.00,7.00,6.30,155.00,436.00,2044.00,19.00,4.70,116.00,104.00,878.00,32.00,182.00,37.90,7.10,31.30,243.00,5.45,29.10,1.99,287.00,5269.00,1037.00,5.10,29.00,7.00,313.00,349.00,607.00,3698.00,25.00,22.00,5.70,193.00,383.00,1571.00,7.00,4.10,86.00,110.00,941.00,34.00,183.00,27.30,15.30,24.60,233.00,5.80,28.80,1.52
oakland,359.00,5336.00,1008.00,5.30,24.00,10.00,300.00,373.00,605.00,3879.00,34.00,14.00,6.10,193.00,370.00,1457.00,7.00,3.90,74.00,139.00,1102.00,33.00,195.00,31.80,10.30,29.40,225.00,5.30,27.30,1.79,399.00,5818.00,1085.00,5.40,25.00,11.00,344.00,404.00,641.00,4140.00,25.00,14.00,6.10,206.00,406.00,1678.00,12.00,4.10,94.00,104.00,943.00,44.00,191.00,38.20,11.50,27.70,236.00,5.90,30.50,1.92
sandiego,320.00,5949.00,1100.00,5.40,24.00,11.00,344.00,442.00,667.00,4591.00,30.00,13.00,6.50,230.00,393.00,1358.00,4.00,3.50,79.00,117.00,942.00,35.00,178.00,33.70,12.40,23.30,252.00,6.36,33.40,1.78,398.00,5791.00,959.00,6.00,20.00,9.00,299.00,328.00,510.00,3786.00,22.00,11.00,7.00,170.00,417.00,2005.00,17.00,4.80,101.00,120.00,976.00,28.00,180.00,37.80,10.00,31.20,233.00,5.50,32.10,2.00
washington,388.00,5661.00,1011.00,5.60,22.00,11.00,317.00,386.00,555.00,4095.00,30.00,11.00,7.00,208.00,429.00,1566.00,9.00,3.70,81.00,105.00,828.00,28.00,180.00,36.10,11.10,27.00,249.00,5.78,31.50,1.95,379.00,6090.00,1010.00,6.00,27.00,16.00,329.00,354.00,566.00,4128.00,30.00,11.00,6.80,202.00,406.00,1962.00,10.00,4.80,103.00,112.00,955.00,24.00,181.00,35.40,14.90,27.30,231.00,5.70,33.60,1.97
philadelphia,377.00,5830.00,1102.00,5.30,31.00,13.00,339.00,405.00,623.00,4087.00,23.00,18.00,6.20,193.00,442.00,1743.00,15.00,3.90,110.00,104.00,819.00,36.00,203.00,29.10,15.30,26.40,203.00,5.57,28.40,1.62,430.00,6426.00,1148.00,5.60,26.00,11.00,365.00,394.00,633.00,4273.00,36.00,15.00,6.40,239.00,478.00,2153.00,10.00,4.50,100.00,123.00,1049.00,26.00,203.00,36.00,11.80,27.30,242.00,5.80,31.60,1.99
nygiants,420.00,5956.00,1053.00,5.70,21.00,7.00,331.00,392.00,623.00,4347.00,36.00,14.00,6.70,208.00,403.00,1609.00,5.00,4.00,77.00,102.00,777.00,46.00,186.00,38.20,11.30,28.00,227.00,5.83,32.00,2.03,442.00,6725.00,1105.00,6.10,28.00,13.00,367.00,423.00,638.00,4783.00,31.00,15.00,7.20,236.00,444.00,1942.00,15.00,4.40,104.00,120.00,1077.00,27.00,190.00,40.50,14.20,25.90,242.00,6.00,35.20,2.18
dallas,275.00,5361.00,969.00,5.50,33.00,11.00,307.00,334.00,528.00,3471.00,16.00,22.00,6.20,175.00,408.00,1890.00,8.00,4.60,94.00,112.00,882.00,38.00,172.00,31.40,18.00,24.50,254.00,5.82,31.10,1.50,374.00,5567.00,997.00,5.60,11.00,3.00,317.00,330.00,506.00,3636.00,19.00,8.00,6.80,172.00,460.00,1931.00,16.00,4.20,113.00,113.00,900.00,32.00,177.00,36.70,5.60,28.60,238.00,5.80,31.50,1.89
minnesota,365.00,5139.00,973.00,5.30,17.00,8.00,297.00,294.00,454.00,2928.00,14.00,9.00,5.90,153.00,474.00,2211.00,18.00,4.70,113.00,88.00,797.00,31.00,172.00,38.40,9.30,30.20,250.00,5.88,29.90,1.90,302.00,5510.00,1015.00,5.40,22.00,9.00,318.00,359.00,561.00,3762.00,24.00,13.00,6.20,189.00,411.00,1748.00,7.00,4.30,94.00,109.00,875.00,35.00,177.00,33.30,11.90,25.50,242.00,5.90,31.10,1.70
greenbay,368.00,5353.00,1056.00,5.10,17.00,9.00,317.00,348.00,573.00,3503.00,31.00,8.00,5.70,173.00,436.00,1850.00,8.00,4.20,100.00,105.00,906.00,44.00,192.00,33.30,8.90,28.10,231.00,5.65,27.80,1.83,323.00,5547.00,1014.00,5.50,22.00,6.00,300.00,321.00,551.00,3642.00,20.00,16.00,6.10,183.00,420.00,1905.00,13.00,4.50,96.00,120.00,1107.00,21.00,182.00,31.30,11.50,26.50,237.00,5.70,30.40,1.66
detroit,358.00,5547.00,1030.00,5.40,24.00,10.00,337.00,420.00,632.00,4212.00,33.00,14.00,6.20,236.00,354.00,1335.00,7.00,3.80,71.00,104.00,930.00,30.00,179.00,34.60,12.30,25.60,249.00,5.89,31.00,1.93,400.00,5597.00,999.00,5.60,19.00,10.00,319.00,360.00,528.00,3789.00,27.00,9.00,6.60,191.00,428.00,1808.00,18.00,4.20,96.00,96.00,785.00,32.00,186.00,38.20,9.10,29.20,231.00,5.50,30.00,2.13
chicago,335.00,5517.00,1025.00,5.40,21.00,9.00,312.00,334.00,523.00,3663.00,21.00,12.00,6.60,177.00,468.00,1854.00,13.00,4.00,108.00,99.00,909.00,27.00,179.00,37.40,11.20,29.40,249.00,5.94,30.70,1.88,397.00,5527.00,981.00,5.60,17.00,9.00,307.00,322.00,513.00,3593.00,31.00,8.00,6.60,182.00,433.00,1934.00,9.00,4.50,103.00,98.00,895.00,22.00,175.00,36.60,8.00,26.40,241.00,5.80,31.40,2.01
carolina,500.00,5871.00,1060.00,5.50,19.00,9.00,357.00,300.00,501.00,3589.00,35.00,10.00,6.70,197.00,526.00,2282.00,19.00,4.30,136.00,103.00,887.00,24.00,198.00,42.90,9.60,30.70,235.00,5.54,29.90,2.40,308.00,5167.00,1058.00,4.90,39.00,15.00,298.00,390.00,650.00,3752.00,21.00,24.00,5.40,198.00,364.00,1415.00,11.00,3.90,74.00,99.00,822.00,26.00,196.00,26.50,19.40,27.10,220.00,5.50,26.20,1.45
atlanta,339.00,5985.00,1073.00,5.60,30.00,13.00,359.00,410.00,621.00,4379.00,21.00,17.00,6.70,230.00,420.00,1606.00,13.00,3.80,95.00,100.00,969.00,34.00,174.00,34.50,17.20,27.00,258.00,6.34,34.20,1.84,345.00,5562.00,996.00,5.60,23.00,8.00,335.00,370.00,561.00,3882.00,19.00,15.00,6.70,197.00,416.00,1680.00,20.00,4.00,107.00,95.00,728.00,31.00,172.00,34.30,13.40,27.10,239.00,5.90,32.30,1.94
neworleans,408.00,6461.00,1096.00,5.90,20.00,8.00,381.00,460.00,667.00,4970.00,32.00,12.00,7.10,247.00,397.00,1491.00,16.00,3.80,98.00,130.00,1112.00,36.00,182.00,36.30,10.40,26.40,245.00,6.16,35.50,2.14,476.00,6615.00,997.00,6.60,22.00,13.00,380.00,372.00,544.00,4544.00,45.00,9.00,7.90,223.00,422.00,2071.00,12.00,4.90,103.00,114.00,887.00,54.00,180.00,43.90,11.70,27.00,235.00,5.70,36.70,2.58
tampabay,342.00,6014.00,1017.00,5.90,28.00,13.00,336.00,312.00,535.00,3852.00,22.00,15.00,6.90,201.00,455.00,2162.00,12.00,4.80,99.00,143.00,1195.00,36.00,176.00,35.80,14.80,26.20,238.00,6.01,34.10,1.85,417.00,5446.00,1045.00,5.20,23.00,12.00,351.00,378.00,541.00,3840.00,31.00,11.00,6.60,208.00,466.00,1606.00,12.00,3.40,104.00,104.00,862.00,39.00,180.00,41.70,12.80,30.20,248.00,6.00,30.50,2.23
arizona,489.00,6533.00,1041.00,6.30,24.00,11.00,373.00,353.00,562.00,4616.00,35.00,13.00,7.80,237.00,452.00,1917.00,16.00,4.20,92.00,94.00,758.00,44.00,186.00,42.50,11.80,27.80,245.00,5.77,35.10,2.37,313.00,5147.00,982.00,5.20,33.00,14.00,284.00,343.00,573.00,3687.00,24.00,19.00,6.10,177.00,373.00,1460.00,9.00,3.90,79.00,130.00,1202.00,28.00,186.00,31.70,16.70,27.20,224.00,5.40,27.60,1.66
seattle,423.00,6058.00,1035.00,5.90,16.00,8.00,335.00,333.00,489.00,3790.00,34.00,8.00,7.10,190.00,500.00,2268.00,10.00,4.50,128.00,117.00,1007.00,17.00,174.00,42.00,8.60,29.20,258.00,6.13,34.60,2.27,277.00,4668.00,947.00,4.90,23.00,9.00,273.00,333.00,548.00,3364.00,14.00,14.00,5.80,175.00,362.00,1304.00,10.00,3.60,71.00,94.00,795.00,27.00,174.00,29.30,13.20,23.80,239.00,5.60,26.90,1.43
stlouis,280.00,4761.00,920.00,5.20,22.00,11.00,241.00,273.00,473.00,2805.00,11.00,11.00,5.70,126.00,429.00,1956.00,16.00,4.60,92.00,122.00,1057.00,23.00,196.00,24.50,10.20,27.90,218.00,4.85,24.30,1.29,330.00,5885.00,1091.00,5.40,26.00,13.00,320.00,399.00,597.00,4065.00,21.00,13.00,6.40,192.00,453.00,1820.00,7.00,4.00,98.00,109.00,992.00,30.00,198.00,31.80,12.10,26.40,241.00,5.70,29.60,1.52
sanfrancisco,238.00,4860.00,969.00,5.00,17.00,5.00,261.00,322.00,526.00,3316.00,16.00,12.00,5.70,154.00,390.00,1544.00,7.00,4.00,83.00,113.00,823.00,24.00,182.00,25.80,8.20,23.70,221.00,5.47,26.60,1.28,387.00,6199.00,1081.00,5.70,12.00,3.00,356.00,375.00,549.00,4179.00,21.00,9.00,7.20,199.00,504.00,2020.00,20.00,4.00,128.00,112.00,920.00,29.00,182.00,37.90,6.60,28.90,300.00,6.10,34.00,2.04
