name,team_points,team_total_yards,team_plays_offense,team_yds_per_play_offense,team_turnovers,team_fumbles_lost,team_first_down,team_pass_cmp,team_pass_att,team_pass_yds,team_pass_td,team_pass_int,team_pass_net_yds_per_att,team_pass_fd,team_rush_att,team_rush_yds,team_rush_td,team_rush_yds_per_att,team_rush_fd,team_penalties,team_penalties_yds,team_pen_fd,team_drives,team_score_pct,team_turnover_pct,team_start_avg,team_time_avg,team_plays_per_drive,team_yds_per_drive,team_points_avg,opp_points,opp_total_yards,opp_plays_offense,opp_yds_per_play_offense,opp_turnovers,opp_fumbles_lost,opp_first_down,opp_pass_cmp,opp_pass_att,opp_pass_yds,opp_pass_td,opp_pass_int,opp_pass_net_yds_per_att,opp_pass_fd,opp_rush_att,opp_rush_yds,opp_rush_td,opp_rush_yds_per_att,opp_rush_fd,opp_penalties,opp_penalties_yds,opp_pen_fd,opp_drives,opp_score_pct,opp_turnover_pct,opp_start_avg,opp_time_avg,opp_plays_per_drive,opp_yds_per_drive,opp_points_avg
tennessee,301.00,4987.00,1037.00,4.80,34.00,17.00,306.00,288.00,464.00,2878.00,9.00,17.00,5.80,171.00,543.00,2109.00,17.00,3.90,118.00,101.00,773.00,17.00,189.00,32.30,16.90,32.50,242.00,5.69,26.30,1.52,297.00,4665.00,978.00,4.80,34.00,12.00,268.00,349.00,569.00,3187.00,21.00,22.00,5.20,165.00,369.00,1478.00,11.00,4.00,80.00,90.00,745.00,17.00,183.00,27.30,15.80,28.50,230.00,5.50,25.40,1.52
houston,379.00,5337.00,968.00,5.50,38.00,17.00,295.00,346.00,529.00,3751.00,24.00,21.00,6.80,190.00,417.00,1586.00,12.00,3.80,96.00,82.00,636.00,9.00,172.00,35.50,20.90,29.60,245.00,5.80,30.80,1.90,384.00,5507.00,994.00,5.50,38.00,14.00,325.00,361.00,546.00,3682.00,25.00,11.00,6.40,197.00,417.00,1825.00,15.00,4.40,107.00,81.00,614.00,9.00,175.00,38.90,12.00,32.60,246.00,5.90,31.30,2.08
sandiego,412.00,5044.00,980.00,5.10,24.00,8.00,278.00,281.00,471.00,3005.00,22.00,16.00,6.10,158.00,485.00,2039.00,19.00,4.20,104.00,94.00,761.00,16.00,191.00,34.00,12.60,31.80,231.00,5.28,26.40,1.88,284.00,5124.00,1013.00,5.10,24.00,18.00,297.00,338.00,555.00,3412.00,20.00,30.00,5.70,185.00,416.00,1712.00,11.00,4.10,89.00,86.00,665.00,16.00,185.00,23.80,22.70,29.60,238.00,5.60,27.50,1.38
denver,320.00,5541.00,976.00,5.70,29.00,14.00,305.00,326.00,515.00,3584.00,21.00,15.00,6.60,187.00,429.00,1957.00,10.00,4.60,96.00,90.00,610.00,22.00,177.00,32.80,14.70,28.00,240.00,5.69,31.10,1.68,409.00,5376.00,992.00,5.40,29.00,16.00,306.00,279.00,458.00,3094.00,25.00,14.00,6.30,168.00,501.00,2282.00,14.00,4.60,119.00,82.00,628.00,22.00,176.00,37.50,16.50,30.20,251.00,5.80,30.40,2.01
kansascity,226.00,4429.00,1001.00,4.40,33.00,13.00,255.00,335.00,563.00,3181.00,17.00,20.00,5.10,171.00,383.00,1248.00,6.00,3.30,66.00,101.00,697.00,18.00,194.00,21.60,15.50,28.10,229.00,5.30,22.80,1.12,335.00,5111.00,980.00,5.20,33.00,8.00,278.00,276.00,462.00,3022.00,17.00,14.00,6.10,156.00,481.00,2089.00,11.00,4.30,104.00,95.00,695.00,18.00,193.00,32.10,10.90,30.50,231.00,5.30,26.40,1.54
oakland,283.00,4717.00,1000.00,4.70,37.00,17.00,267.00,260.00,451.00,2631.00,17.00,20.00,5.30,133.00,508.00,2086.00,11.00,4.10,111.00,120.00,864.00,23.00,191.00,26.70,17.30,29.60,238.00,5.40,24.60,1.39,398.00,5466.00,952.00,5.70,37.00,8.00,292.00,261.00,439.00,3132.00,17.00,18.00,6.70,156.00,486.00,2334.00,24.00,4.80,121.00,99.00,734.00,23.00,191.00,34.60,12.60,32.00,226.00,5.20,28.50,1.90
dallas,455.00,5851.00,975.00,6.00,24.00,5.00,322.00,342.00,531.00,4105.00,36.00,19.00,7.40,217.00,419.00,1746.00,14.00,4.20,83.00,104.00,815.00,22.00,182.00,41.80,12.60,31.90,241.00,5.53,32.10,2.35,325.00,4922.00,1008.00,4.90,24.00,10.00,304.00,342.00,581.00,3409.00,19.00,19.00,5.40,195.00,381.00,1513.00,12.00,4.00,86.00,85.00,785.00,22.00,182.00,30.80,14.80,29.90,235.00,5.70,27.00,1.60
nygiants,373.00,5302.00,1041.00,5.10,34.00,14.00,321.00,302.00,544.00,3154.00,23.00,20.00,5.50,167.00,469.00,2148.00,15.00,4.60,119.00,77.00,652.00,35.00,189.00,32.30,17.50,31.50,239.00,5.65,28.10,1.77,351.00,4880.00,984.00,5.00,34.00,10.00,288.00,306.00,523.00,3317.00,24.00,15.00,5.80,185.00,408.00,1563.00,12.00,3.80,83.00,118.00,874.00,35.00,193.00,29.50,12.40,31.30,222.00,5.20,25.20,1.63
washington,334.00,5334.00,1052.00,5.10,29.00,18.00,307.00,319.00,525.00,3463.00,18.00,11.00,6.30,192.00,498.00,1871.00,15.00,3.80,103.00,90.00,751.00,12.00,193.00,32.10,15.00,32.00,235.00,5.63,27.40,1.65,310.00,4884.00,1026.00,4.80,29.00,10.00,291.00,351.00,602.00,3424.00,20.00,14.00,5.40,174.00,391.00,1460.00,10.00,3.70,89.00,88.00,684.00,12.00,193.00,29.50,12.40,31.80,227.00,5.50,25.30,1.51
philadelphia,336.00,5729.00,1047.00,5.50,27.00,12.00,323.00,350.00,577.00,3755.00,24.00,15.00,6.00,186.00,421.00,1974.00,12.00,4.70,118.00,83.00,649.00,19.00,182.00,34.10,13.20,29.20,243.00,5.93,31.50,1.86,300.00,4982.00,979.00,5.10,27.00,8.00,279.00,312.00,539.00,3449.00,16.00,11.00,6.00,177.00,403.00,1533.00,10.00,3.80,80.00,81.00,616.00,19.00,187.00,30.50,10.20,32.00,229.00,5.40,26.60,1.47
greenbay,435.00,5931.00,985.00,6.00,24.00,9.00,307.00,383.00,578.00,4334.00,30.00,15.00,7.30,210.00,388.00,1597.00,13.00,4.10,69.00,113.00,1006.00,28.00,190.00,38.90,12.10,31.50,233.00,5.39,31.00,2.07,291.00,5013.00,994.00,5.00,24.00,9.00,297.00,295.00,534.00,3366.00,23.00,19.00,5.90,176.00,424.00,1647.00,6.00,3.90,77.00,118.00,908.00,28.00,182.00,29.10,13.20,28.60,237.00,5.60,27.50,1.51
minnesota,365.00,5379.00,964.00,5.60,30.00,16.00,294.00,249.00,432.00,2745.00,12.00,14.00,5.80,139.00,494.00,2634.00,22.00,5.30,131.00,86.00,662.00,24.00,190.00,28.40,15.30,27.70,229.00,5.20,28.20,1.57,311.00,5410.00,1063.00,5.10,30.00,16.00,305.00,415.00,646.00,4225.00,22.00,15.00,6.20,222.00,379.00,1185.00,7.00,3.10,67.00,110.00,763.00,24.00,192.00,29.70,16.10,29.40,234.00,5.70,28.00,1.49
detroit,346.00,5166.00,965.00,5.40,36.00,14.00,303.00,368.00,587.00,3878.00,19.00,22.00,6.00,203.00,324.00,1288.00,13.00,4.00,73.00,100.00,676.00,27.00,189.00,32.30,18.50,29.70,221.00,5.29,27.30,1.65,444.00,6042.00,1087.00,5.60,36.00,18.00,363.00,422.00,602.00,4131.00,32.00,17.00,6.50,221.00,448.00,1911.00,19.00,4.30,116.00,113.00,897.00,27.00,193.00,35.20,18.10,32.20,242.00,5.80,31.00,2.11
chicago,334.00,4692.00,1035.00,4.50,34.00,13.00,266.00,327.00,569.00,3362.00,18.00,21.00,5.50,168.00,423.00,1330.00,8.00,3.10,74.00,111.00,839.00,24.00,205.00,27.80,15.10,34.50,213.00,5.22,22.80,1.34,348.00,5675.00,1036.00,5.50,34.00,17.00,305.00,343.00,541.00,3708.00,19.00,16.00,6.40,185.00,454.00,1967.00,17.00,4.30,100.00,92.00,670.00,24.00,214.00,28.50,15.00,29.50,222.00,5.00,26.40,1.53
tampabay,334.00,5229.00,975.00,5.40,20.00,12.00,281.00,316.00,490.00,3357.00,18.00,8.00,6.40,162.00,449.00,1872.00,15.00,4.20,98.00,81.00,614.00,21.00,185.00,33.00,9.70,33.10,238.00,5.45,28.20,1.70,270.00,4451.00,977.00,4.60,20.00,19.00,258.00,297.00,490.00,2725.00,18.00,16.00,5.20,158.00,454.00,1726.00,11.00,3.80,93.00,86.00,706.00,21.00,182.00,24.20,18.70,27.50,236.00,5.50,24.30,1.36
carolina,267.00,4559.00,989.00,4.60,29.00,12.00,255.00,285.00,505.00,2735.00,19.00,17.00,5.10,142.00,451.00,1824.00,7.00,4.00,85.00,95.00,801.00,28.00,189.00,26.50,13.80,28.70,226.00,5.38,23.90,1.34,347.00,5197.00,1032.00,5.00,29.00,16.00,302.00,337.00,537.00,3426.00,22.00,14.00,6.10,174.00,472.00,1771.00,13.00,3.80,100.00,100.00,904.00,28.00,192.00,32.30,14.60,32.80,236.00,5.50,27.00,1.70
neworleans,379.00,5780.00,1060.00,5.50,30.00,12.00,346.00,440.00,652.00,4314.00,28.00,18.00,6.50,232.00,392.00,1466.00,14.00,3.70,94.00,68.00,581.00,20.00,180.00,31.70,16.10,28.50,246.00,6.01,32.10,1.88,388.00,5570.00,964.00,5.80,30.00,10.00,288.00,327.00,524.00,3924.00,32.00,13.00,7.10,196.00,408.00,1646.00,7.00,4.00,80.00,89.00,685.00,20.00,182.00,36.30,12.10,31.60,232.00,5.50,30.40,1.97
atlanta,259.00,4813.00,987.00,4.90,24.00,9.00,248.00,336.00,555.00,3293.00,18.00,15.00,5.50,161.00,385.00,1520.00,7.00,3.90,73.00,105.00,891.00,14.00,194.00,26.30,12.40,31.00,222.00,5.26,24.70,1.30,414.00,5688.00,1042.00,5.50,24.00,12.00,320.00,336.00,536.00,3655.00,27.00,16.00,6.50,190.00,481.00,2033.00,12.00,4.20,105.00,91.00,808.00,14.00,187.00,35.80,13.40,28.50,242.00,5.70,30.30,1.91
seattle,393.00,5583.00,1056.00,5.30,24.00,11.00,323.00,371.00,590.00,3964.00,30.00,13.00,6.30,211.00,430.00,1619.00,9.00,3.80,93.00,59.00,428.00,19.00,202.00,33.20,11.40,31.70,222.00,5.40,27.50,1.77,291.00,5149.00,1035.00,5.00,24.00,14.00,278.00,333.00,568.00,3505.00,15.00,20.00,5.70,183.00,422.00,1644.00,16.00,3.90,78.00,99.00,756.00,19.00,208.00,25.50,15.90,31.10,220.00,5.10,24.70,1.36
arizona,404.00,5505.00,1016.00,5.40,36.00,12.00,308.00,356.00,590.00,4065.00,32.00,24.00,6.60,210.00,402.00,1440.00,9.00,3.60,70.00,137.00,1128.00,28.00,197.00,32.00,18.30,32.50,229.00,5.31,27.60,1.81,399.00,5283.00,1013.00,5.20,36.00,11.00,298.00,361.00,570.00,3716.00,26.00,18.00,6.10,185.00,407.00,1567.00,13.00,3.90,90.00,118.00,881.00,28.00,192.00,34.90,14.60,32.00,232.00,5.50,27.40,1.86
sanfrancisco,219.00,3797.00,925.00,4.10,34.00,17.00,218.00,274.00,513.00,2320.00,15.00,17.00,4.10,140.00,357.00,1477.00,8.00,4.10,65.00,97.00,702.00,13.00,203.00,19.70,15.80,32.30,208.00,4.65,18.60,1.04,364.00,5539.00,1078.00,5.10,34.00,10.00,308.00,345.00,543.00,3643.00,24.00,12.00,6.30,187.00,504.00,1896.00,9.00,3.80,94.00,89.00,661.00,13.00,197.00,32.50,10.70,30.20,243.00,5.60,28.10,1.64
stlouis,263.00,4760.00,1026.00,4.60,37.00,9.00,281.00,333.00,574.00,3233.00,19.00,28.00,5.20,193.00,404.00,1527.00,5.00,3.80,65.00,94.00,794.00,23.00,193.00,24.90,18.70,28.40,230.00,5.49,24.60,1.24,438.00,5457.00,999.00,5.50,37.00,9.00,316.00,318.00,523.00,3613.00,25.00,18.00,6.50,190.00,445.00,1844.00,16.00,4.10,105.00,95.00,732.00,23.00,191.00,39.80,13.10,33.20,230.00,5.40,28.50,2.07
