name,team_points,team_total_yards,team_plays_offense,team_yds_per_play_offense,team_turnovers,team_fumbles_lost,team_first_down,team_pass_cmp,team_pass_att,team_pass_yds,team_pass_td,team_pass_int,team_pass_net_yds_per_att,team_pass_fd,team_rush_att,team_rush_yds,team_rush_td,team_rush_yds_per_att,team_rush_fd,team_penalties,team_penalties_yds,team_pen_fd,team_drives,team_score_pct,team_turnover_pct,team_start_avg,team_time_avg,team_plays_per_drive,team_yds_per_drive,team_points_avg,opp_points,opp_total_yards,opp_plays_offense,opp_yds_per_play_offense,opp_turnovers,opp_fumbles_lost,opp_first_down,opp_pass_cmp,opp_pass_att,opp_pass_yds,opp_pass_td,opp_pass_int,opp_pass_net_yds_per_att,opp_pass_fd,opp_rush_att,opp_rush_yds,opp_rush_td,opp_rush_yds_per_att,opp_rush_fd,opp_penalties,opp_penalties_yds,opp_pen_fd,opp_drives,opp_score_pct,opp_turnover_pct,opp_start_avg,opp_time_avg,opp_plays_per_drive,opp_yds_per_drive,opp_points_avg
tennessee,310.00,5002.00,940.00,5.30,18.00,6.00,289.00,293.00,437.00,2975.00,16.00,12.00,6.10,156.00,456.00,2027.00,15.00,4.40,106.00,82.00,727.00,27.00,166.00,34.90,10.20,27.80,252.00,5.86,30.00,1.82,303.00,5334.00,1001.00,5.30,17.00,6.00,298.00,337.00,533.00,3471.00,21.00,11.00,6.10,182.00,429.00,1863.00,9.00,4.30,98.00,120.00,984.00,18.00,172.00,33.10,9.90,28.90,252.00,6.00,30.90,1.72
jacksonville,245.00,4832.00,1005.00,4.80,29.00,16.00,277.00,329.00,536.00,3109.00,15.00,13.00,5.30,164.00,416.00,1723.00,7.00,4.10,92.00,121.00,1112.00,21.00,180.00,25.00,15.60,27.00,241.00,5.76,26.90,1.24,316.00,4983.00,970.00,5.10,17.00,6.00,288.00,312.00,499.00,3113.00,17.00,11.00,5.80,162.00,434.00,1870.00,16.00,4.30,89.00,92.00,735.00,37.00,181.00,33.10,8.30,29.50,238.00,5.60,27.50,1.72
kansascity,565.00,6810.00,996.00,6.80,18.00,6.00,384.00,385.00,583.00,4955.00,50.00,12.00,8.10,239.00,387.00,1855.00,16.00,4.80,108.00,137.00,1152.00,37.00,171.00,52.60,10.50,30.90,244.00,6.02,39.80,3.12,421.00,6488.00,1109.00,5.90,27.00,12.00,419.00,406.00,632.00,4374.00,30.00,15.00,6.40,247.00,425.00,2114.00,19.00,5.00,129.00,107.00,881.00,43.00,174.00,40.80,14.90,25.70,253.00,6.60,37.20,2.35
lachargers,428.00,5962.00,945.00,6.30,19.00,7.00,338.00,348.00,512.00,4089.00,32.00,12.00,7.50,213.00,399.00,1873.00,16.00,4.70,100.00,113.00,967.00,25.00,170.00,42.40,10.00,28.70,253.00,5.77,34.90,2.40,329.00,5339.00,981.00,5.40,20.00,7.00,311.00,351.00,548.00,3646.00,23.00,13.00,6.20,178.00,395.00,1693.00,11.00,4.30,101.00,103.00,828.00,32.00,169.00,33.70,11.80,29.10,246.00,6.00,31.50,1.82
denver,329.00,5602.00,1015.00,5.50,21.00,6.00,320.00,367.00,588.00,3695.00,19.00,15.00,5.90,181.00,393.00,1907.00,18.00,4.90,107.00,125.00,985.00,32.00,186.00,30.60,11.30,27.80,230.00,5.63,30.10,1.72,349.00,5842.00,1022.00,5.70,28.00,11.00,318.00,353.00,549.00,3929.00,26.00,17.00,6.60,197.00,429.00,1913.00,11.00,4.50,85.00,123.00,1006.00,36.00,185.00,34.10,14.10,28.10,241.00,5.70,31.40,1.82
oakland,290.00,5379.00,995.00,5.40,24.00,14.00,300.00,382.00,556.00,3751.00,19.00,10.00,6.20,197.00,387.00,1628.00,9.00,4.20,86.00,110.00,965.00,17.00,176.00,31.30,13.60,26.80,249.00,5.85,30.50,1.57,467.00,6102.00,973.00,6.30,17.00,3.00,317.00,299.00,480.00,3853.00,36.00,14.00,7.80,178.00,480.00,2249.00,16.00,4.70,108.00,117.00,991.00,31.00,174.00,44.30,9.80,29.90,243.00,5.80,35.10,2.52
dallas,339.00,5501.00,1022.00,5.40,17.00,9.00,322.00,356.00,527.00,3538.00,22.00,8.00,6.10,184.00,439.00,1963.00,13.00,4.50,113.00,104.00,885.00,25.00,169.00,37.90,10.10,27.90,259.00,6.27,32.50,1.96,324.00,5268.00,981.00,5.40,20.00,11.00,309.00,367.00,542.00,3755.00,22.00,9.00,6.50,193.00,400.00,1513.00,12.00,3.80,89.00,89.00,681.00,27.00,167.00,36.50,12.00,30.00,250.00,6.00,31.30,1.91
philadelphia,367.00,5845.00,1037.00,5.60,23.00,12.00,346.00,422.00,599.00,4275.00,29.00,11.00,6.70,221.00,398.00,1570.00,12.00,3.90,94.00,100.00,852.00,31.00,176.00,38.10,12.50,28.40,258.00,6.09,33.20,2.07,348.00,5859.00,1002.00,5.80,17.00,7.00,308.00,417.00,626.00,4308.00,22.00,10.00,6.40,215.00,332.00,1551.00,14.00,4.70,71.00,115.00,995.00,22.00,176.00,38.60,9.10,27.60,235.00,5.90,33.10,1.98
washington,281.00,4795.00,967.00,5.00,19.00,4.00,280.00,311.00,509.00,3021.00,16.00,15.00,5.50,156.00,414.00,1774.00,12.00,4.30,96.00,115.00,1008.00,28.00,170.00,31.80,11.20,28.60,247.00,5.87,28.30,1.61,359.00,5654.00,996.00,5.70,26.00,11.00,330.00,362.00,537.00,3794.00,27.00,15.00,6.50,197.00,413.00,1860.00,12.00,4.50,109.00,102.00,791.00,24.00,171.00,35.10,14.60,26.80,251.00,6.00,33.00,1.96
nygiants,369.00,5697.00,984.00,5.80,19.00,7.00,297.00,382.00,583.00,4047.00,23.00,12.00,6.40,208.00,354.00,1650.00,13.00,4.70,71.00,114.00,951.00,18.00,177.00,38.40,9.60,27.20,237.00,5.79,32.20,1.97,412.00,5942.00,1034.00,5.70,21.00,5.00,346.00,362.00,560.00,4044.00,24.00,16.00,6.90,205.00,444.00,1898.00,18.00,4.30,103.00,110.00,919.00,38.00,181.00,40.90,11.60,28.10,247.00,5.90,32.70,2.18
chicago,421.00,5502.00,1013.00,5.40,24.00,10.00,331.00,344.00,512.00,3564.00,28.00,14.00,6.50,177.00,468.00,1938.00,16.00,4.10,108.00,97.00,796.00,46.00,182.00,36.80,13.20,30.40,251.00,5.76,30.10,2.07,283.00,4795.00,1004.00,4.80,36.00,9.00,278.00,377.00,615.00,3515.00,22.00,27.00,5.30,186.00,339.00,1280.00,5.00,3.80,67.00,114.00,1022.00,25.00,185.00,28.60,19.50,28.60,229.00,5.60,25.90,1.46
minnesota,360.00,5529.00,1003.00,5.50,20.00,10.00,310.00,425.00,606.00,4036.00,30.00,10.00,6.20,218.00,357.00,1493.00,9.00,4.20,66.00,92.00,779.00,26.00,188.00,32.40,10.60,30.30,231.00,5.52,29.20,1.80,341.00,4955.00,993.00,5.00,20.00,8.00,303.00,315.00,503.00,3140.00,15.00,12.00,5.70,160.00,440.00,1815.00,13.00,4.10,107.00,106.00,834.00,36.00,181.00,33.70,10.50,28.60,245.00,5.70,27.30,1.63
greenbay,376.00,5905.00,1026.00,5.80,15.00,11.00,332.00,392.00,640.00,4238.00,25.00,4.00,6.10,208.00,333.00,1667.00,14.00,5.00,98.00,108.00,937.00,26.00,178.00,38.80,6.70,27.50,242.00,6.03,33.20,2.04,400.00,5670.00,1017.00,5.60,15.00,8.00,331.00,336.00,527.00,3752.00,30.00,7.00,6.60,199.00,446.00,1918.00,15.00,4.30,100.00,97.00,792.00,32.00,182.00,37.90,8.20,31.30,242.00,5.80,31.00,2.15
detroit,324.00,5236.00,1019.00,5.10,19.00,7.00,325.00,375.00,574.00,3576.00,22.00,12.00,5.80,201.00,404.00,1660.00,11.00,4.10,91.00,94.00,852.00,33.00,173.00,35.30,11.00,27.70,254.00,6.13,30.30,1.82,360.00,5360.00,942.00,5.70,14.00,7.00,315.00,323.00,496.00,3599.00,29.00,7.00,6.70,191.00,403.00,1761.00,11.00,4.40,88.00,94.00,886.00,36.00,171.00,34.50,7.00,27.50,241.00,5.70,31.30,1.97
neworleans,504.00,6067.00,1010.00,6.00,16.00,9.00,377.00,381.00,519.00,4042.00,33.00,7.00,7.50,210.00,471.00,2025.00,26.00,4.30,134.00,94.00,939.00,33.00,168.00,51.80,9.50,31.50,302.00,6.15,36.10,2.96,353.00,5585.00,978.00,5.70,24.00,12.00,333.00,384.00,573.00,4302.00,30.00,12.00,6.90,224.00,356.00,1283.00,12.00,3.60,72.00,85.00,814.00,37.00,164.00,36.00,14.60,26.30,247.00,6.10,34.10,2.10
atlanta,414.00,6226.00,1010.00,6.20,18.00,11.00,352.00,428.00,617.00,4653.00,36.00,7.00,7.10,238.00,351.00,1573.00,11.00,4.50,84.00,101.00,899.00,30.00,168.00,42.90,10.70,26.30,249.00,6.18,37.00,2.40,423.00,6152.00,1031.00,6.00,19.00,4.00,375.00,398.00,585.00,4153.00,33.00,15.00,6.70,226.00,409.00,1999.00,16.00,4.90,115.00,108.00,1001.00,34.00,171.00,41.50,10.50,27.30,253.00,6.20,36.00,2.39
carolina,376.00,5972.00,1011.00,5.90,22.00,6.00,356.00,378.00,563.00,3836.00,28.00,16.00,6.40,212.00,416.00,2136.00,17.00,5.10,117.00,92.00,818.00,27.00,173.00,37.00,12.10,28.20,251.00,5.97,34.50,2.15,382.00,5651.00,948.00,6.00,23.00,10.00,315.00,353.00,529.00,3847.00,32.00,13.00,6.80,185.00,384.00,1804.00,13.00,4.70,110.00,91.00,805.00,20.00,171.00,38.00,12.90,27.60,244.00,5.70,33.00,2.19
tampabay,396.00,6648.00,1055.00,6.30,35.00,9.00,388.00,408.00,625.00,5125.00,36.00,26.00,7.70,265.00,389.00,1523.00,11.00,3.90,80.00,117.00,975.00,43.00,184.00,37.00,19.00,26.20,239.00,5.89,36.00,2.15,464.00,6134.00,998.00,6.10,17.00,8.00,356.00,387.00,534.00,4151.00,34.00,9.00,7.30,209.00,426.00,1983.00,19.00,4.70,122.00,127.00,1156.00,25.00,182.00,40.70,8.20,29.00,238.00,5.60,33.70,2.38
larams,527.00,6738.00,1060.00,6.40,19.00,7.00,401.00,368.00,568.00,4507.00,32.00,12.00,7.50,236.00,459.00,2231.00,23.00,4.90,134.00,96.00,878.00,31.00,183.00,48.60,9.80,30.40,241.00,6.04,36.70,2.66,384.00,5737.00,960.00,6.00,30.00,12.00,322.00,347.00,533.00,3780.00,31.00,18.00,6.60,185.00,386.00,1957.00,12.00,5.10,101.00,99.00,852.00,36.00,178.00,38.20,16.90,27.80,238.00,5.60,32.20,2.11
seattle,428.00,5653.00,1012.00,5.60,11.00,4.00,329.00,280.00,427.00,3093.00,35.00,7.00,6.50,156.00,534.00,2560.00,15.00,4.80,133.00,111.00,959.00,40.00,181.00,39.80,6.10,27.80,247.00,5.77,31.10,2.30,347.00,5653.00,955.00,5.90,26.00,14.00,323.00,355.00,546.00,3842.00,26.00,12.00,6.50,201.00,366.00,1811.00,9.00,4.90,91.00,108.00,981.00,31.00,176.00,35.20,14.20,28.00,238.00,5.60,32.10,1.88
sanfrancisco,342.00,5769.00,1003.00,5.80,32.00,12.00,344.00,331.00,532.00,3867.00,26.00,20.00,6.70,201.00,423.00,1902.00,7.00,4.50,98.00,112.00,982.00,45.00,181.00,37.00,17.10,26.20,239.00,5.72,31.80,1.86,435.00,5546.00,1023.00,5.40,7.00,5.00,337.00,344.00,542.00,3732.00,35.00,2.00,6.40,195.00,444.00,1814.00,13.00,4.10,104.00,117.00,1011.00,38.00,181.00,39.80,3.90,30.90,242.00,5.80,30.50,2.25
arizona,225.00,3865.00,902.00,4.30,28.00,10.00,239.00,283.00,495.00,2523.00,15.00,18.00,4.60,137.00,355.00,1342.00,9.00,3.80,76.00,101.00,786.00,26.00,187.00,19.30,15.00,28.00,216.00,4.94,20.60,1.09,425.00,5741.00,1065.00,5.40,16.00,9.00,357.00,342.00,506.00,3262.00,21.00,7.00,5.90,186.00,510.00,2479.00,25.00,4.90,139.00,100.00,790.00,32.00,187.00,38.00,8.60,29.50,252.00,5.90,30.60,2.12
