name,team_points,team_total_yards,team_plays_offense,team_yds_per_play_offense,team_turnovers,team_fumbles_lost,team_first_down,team_pass_cmp,team_pass_att,team_pass_yds,team_pass_td,team_pass_int,team_pass_net_yds_per_att,team_pass_fd,team_rush_att,team_rush_yds,team_rush_td,team_rush_yds_per_att,team_rush_fd,team_penalties,team_penalties_yds,team_pen_fd,team_drives,team_score_pct,team_turnover_pct,team_start_avg,team_time_avg,team_plays_per_drive,team_yds_per_drive,team_points_avg,opp_points,opp_total_yards,opp_plays_offense,opp_yds_per_play_offense,opp_turnovers,opp_fumbles_lost,opp_first_down,opp_pass_cmp,opp_pass_att,opp_pass_yds,opp_pass_td,opp_pass_int,opp_pass_net_yds_per_att,opp_pass_fd,opp_rush_att,opp_rush_yds,opp_rush_td,opp_rush_yds_per_att,opp_rush_fd,opp_penalties,opp_penalties_yds,opp_pen_fd,opp_drives,opp_score_pct,opp_turnover_pct,opp_start_avg,opp_time_avg,opp_plays_per_drive,opp_yds_per_drive,opp_points_avg
jacksonville,247.00,4701.00,1020.00,4.60,27.00,6.00,271.00,349.00,592.00,3441.00,16.00,21.00,5.40,176.00,378.00,1260.00,7.00,3.30,71.00,96.00,797.00,24.00,195.00,23.60,13.80,28.20,215.00,5.36,24.00,1.18,449.00,6070.00,1089.00,5.60,21.00,10.00,353.00,354.00,551.00,3962.00,29.00,11.00,6.80,200.00,507.00,2108.00,20.00,4.20,121.00,87.00,729.00,32.00,197.00,38.10,10.70,28.00,239.00,5.70,30.70,2.14
houston,276.00,5556.00,1089.00,5.10,31.00,9.00,307.00,371.00,633.00,3813.00,19.00,22.00,5.60,198.00,414.00,1743.00,7.00,4.20,90.00,112.00,1138.00,19.00,201.00,25.90,14.90,25.80,230.00,5.59,27.60,1.29,428.00,5081.00,970.00,5.20,11.00,4.00,282.00,287.00,484.00,3123.00,29.00,7.00,6.10,158.00,454.00,1958.00,11.00,4.30,88.00,103.00,809.00,36.00,194.00,36.10,5.70,28.90,226.00,5.20,26.10,1.91
denver,606.00,7317.00,1156.00,6.30,26.00,16.00,435.00,461.00,675.00,5444.00,55.00,10.00,7.80,293.00,461.00,1873.00,16.00,4.10,107.00,117.00,1000.00,35.00,202.00,47.50,10.40,28.30,225.00,5.85,36.20,2.83,399.00,5696.00,1074.00,5.30,26.00,9.00,339.00,357.00,613.00,4070.00,29.00,17.00,6.20,208.00,420.00,1626.00,15.00,3.90,90.00,97.00,807.00,41.00,206.00,32.50,12.60,27.50,221.00,5.30,27.50,1.83
kansascity,430.00,5396.00,1029.00,5.20,18.00,10.00,323.00,333.00,546.00,3340.00,24.00,8.00,5.70,179.00,442.00,2056.00,17.00,4.70,110.00,101.00,774.00,34.00,197.00,32.00,9.10,33.40,231.00,5.37,27.30,1.79,305.00,5885.00,1067.00,5.50,36.00,15.00,303.00,334.00,592.00,3962.00,25.00,21.00,6.20,189.00,428.00,1923.00,9.00,4.50,88.00,112.00,852.00,26.00,204.00,27.50,15.70,23.20,219.00,5.40,28.80,1.49
sandiego,396.00,6293.00,1060.00,5.90,21.00,10.00,373.00,378.00,544.00,4328.00,32.00,11.00,7.50,230.00,486.00,1965.00,9.00,4.00,104.00,95.00,765.00,39.00,167.00,44.90,11.40,27.30,313.00,6.57,37.70,2.33,348.00,5864.00,959.00,6.10,17.00,6.00,327.00,364.00,548.00,4139.00,23.00,11.00,7.10,208.00,376.00,1725.00,14.00,4.60,98.00,100.00,850.00,21.00,166.00,36.10,9.60,23.80,239.00,6.00,35.20,1.98
oakland,322.00,5340.00,1000.00,5.30,31.00,11.00,275.00,298.00,519.00,3340.00,17.00,20.00,5.90,168.00,437.00,2000.00,16.00,4.60,90.00,116.00,912.00,17.00,194.00,27.80,14.90,26.50,228.00,5.31,27.40,1.52,453.00,5819.00,1029.00,5.70,22.00,13.00,330.00,374.00,549.00,4092.00,33.00,9.00,7.00,202.00,442.00,1727.00,15.00,3.90,100.00,87.00,686.00,28.00,189.00,38.60,9.50,30.60,233.00,5.60,30.80,2.17
philadelphia,442.00,6676.00,1054.00,6.30,19.00,10.00,355.00,310.00,508.00,4110.00,32.00,9.00,7.40,197.00,500.00,2566.00,19.00,5.10,133.00,95.00,846.00,25.00,201.00,36.80,9.00,27.90,206.00,5.38,33.10,2.12,382.00,6304.00,1150.00,5.50,31.00,12.00,368.00,408.00,670.00,4636.00,25.00,19.00,6.60,239.00,443.00,1668.00,12.00,3.80,100.00,106.00,855.00,29.00,196.00,32.70,15.30,27.10,244.00,6.00,31.80,1.73
dallas,439.00,5458.00,957.00,5.70,20.00,8.00,325.00,375.00,586.00,3954.00,33.00,12.00,6.40,213.00,336.00,1504.00,12.00,4.50,80.00,102.00,867.00,32.00,183.00,39.90,9.80,29.70,232.00,5.39,29.70,2.18,432.00,6645.00,1094.00,6.10,28.00,13.00,388.00,403.00,623.00,4589.00,33.00,15.00,7.00,231.00,437.00,2056.00,17.00,4.70,122.00,112.00,875.00,35.00,189.00,39.70,13.80,27.10,237.00,5.90,35.10,2.25
nygiants,294.00,4920.00,988.00,5.00,44.00,15.00,280.00,325.00,567.00,3588.00,18.00,29.00,5.90,176.00,381.00,1332.00,11.00,3.50,77.00,91.00,786.00,27.00,204.00,25.50,20.10,27.10,218.00,4.97,23.90,1.33,383.00,5316.00,1089.00,4.90,29.00,12.00,327.00,361.00,601.00,3573.00,21.00,17.00,5.60,198.00,454.00,1743.00,12.00,3.80,101.00,105.00,904.00,28.00,200.00,31.00,13.00,31.20,230.00,5.60,26.50,1.59
washington,334.00,5915.00,1107.00,5.30,34.00,15.00,329.00,355.00,611.00,3751.00,20.00,19.00,5.70,198.00,453.00,2164.00,14.00,4.80,112.00,99.00,802.00,19.00,199.00,27.60,16.60,25.30,229.00,5.69,29.50,1.51,478.00,5665.00,993.00,5.70,26.00,10.00,329.00,337.00,514.00,3896.00,29.00,16.00,7.10,204.00,443.00,1769.00,23.00,4.00,102.00,83.00,697.00,23.00,199.00,36.70,13.10,32.50,222.00,5.10,28.40,2.15
greenbay,417.00,6404.00,1074.00,6.00,25.00,9.00,351.00,366.00,570.00,4268.00,25.00,16.00,6.90,201.00,459.00,2136.00,17.00,4.70,119.00,86.00,801.00,31.00,186.00,40.90,12.40,28.20,239.00,5.97,34.50,2.15,428.00,5956.00,1015.00,5.90,22.00,11.00,330.00,332.00,539.00,3956.00,30.00,11.00,6.80,190.00,432.00,2000.00,16.00,4.60,116.00,99.00,883.00,24.00,180.00,38.90,12.20,28.70,240.00,5.80,33.10,2.19
chicago,445.00,6109.00,1013.00,6.00,23.00,10.00,344.00,373.00,579.00,4281.00,32.00,13.00,7.00,215.00,404.00,1828.00,13.00,4.50,102.00,85.00,708.00,27.00,182.00,39.00,12.10,28.50,244.00,5.73,33.50,2.16,478.00,6313.00,1021.00,6.20,28.00,9.00,353.00,315.00,507.00,3730.00,25.00,19.00,6.90,184.00,483.00,2583.00,22.00,5.30,147.00,69.00,647.00,22.00,178.00,42.70,15.20,27.20,243.00,5.90,35.50,2.36
detroit,395.00,6274.00,1102.00,5.70,34.00,15.00,350.00,371.00,634.00,4482.00,29.00,19.00,6.80,221.00,445.00,1792.00,15.00,4.00,106.00,110.00,925.00,23.00,196.00,32.10,17.30,27.10,238.00,5.74,31.80,1.86,376.00,5546.00,982.00,5.60,22.00,7.00,290.00,338.00,572.00,3950.00,24.00,15.00,6.50,197.00,377.00,1596.00,10.00,4.20,62.00,87.00,681.00,31.00,199.00,35.70,11.10,28.00,216.00,5.10,27.70,1.75
minnesota,391.00,5508.00,1013.00,5.40,32.00,13.00,309.00,325.00,546.00,3427.00,18.00,19.00,5.80,173.00,423.00,2081.00,23.00,4.90,106.00,70.00,695.00,30.00,195.00,34.40,14.90,28.10,220.00,5.35,28.30,1.87,480.00,6362.00,1132.00,5.60,20.00,8.00,368.00,419.00,648.00,4595.00,37.00,12.00,6.70,247.00,443.00,1767.00,14.00,4.00,101.00,100.00,1003.00,20.00,197.00,39.60,9.10,29.80,242.00,5.90,32.20,2.22
carolina,366.00,5069.00,999.00,5.10,19.00,6.00,319.00,292.00,473.00,3043.00,24.00,13.00,5.90,169.00,483.00,2026.00,14.00,4.20,122.00,80.00,671.00,28.00,170.00,36.50,9.40,29.40,300.00,6.04,29.80,1.99,241.00,4820.00,975.00,4.90,30.00,10.00,278.00,375.00,563.00,3429.00,17.00,20.00,5.50,178.00,352.00,1391.00,4.00,4.00,70.00,84.00,753.00,30.00,178.00,28.70,16.30,24.90,232.00,5.70,26.90,1.33
neworleans,414.00,6391.00,1079.00,5.90,19.00,7.00,359.00,446.00,651.00,4918.00,39.00,12.00,7.10,244.00,391.00,1473.00,10.00,3.80,87.00,95.00,817.00,28.00,181.00,40.30,8.30,27.80,253.00,6.14,35.30,2.29,304.00,4891.00,943.00,5.20,19.00,7.00,274.00,304.00,507.00,3105.00,20.00,12.00,5.60,168.00,387.00,1786.00,11.00,4.60,82.00,91.00,750.00,24.00,181.00,30.40,10.50,26.50,225.00,5.40,27.00,1.60
atlanta,353.00,5490.00,1024.00,5.40,28.00,11.00,330.00,445.00,659.00,4243.00,26.00,17.00,6.00,227.00,321.00,1247.00,11.00,3.90,64.00,91.00,788.00,39.00,179.00,34.10,14.50,26.20,243.00,5.87,30.70,1.85,443.00,6070.00,1003.00,6.10,21.00,11.00,326.00,341.00,516.00,3897.00,31.00,10.00,7.10,196.00,455.00,2173.00,14.00,4.80,102.00,104.00,885.00,28.00,175.00,45.10,11.40,27.70,244.00,5.90,34.70,2.38
tampabay,288.00,4432.00,981.00,4.50,21.00,9.00,269.00,291.00,514.00,2820.00,22.00,12.00,5.00,157.00,420.00,1612.00,6.00,3.80,75.00,121.00,1136.00,37.00,188.00,27.10,9.60,26.80,231.00,5.37,23.40,1.41,389.00,5568.00,1020.00,5.50,31.00,10.00,324.00,352.00,547.00,3806.00,30.00,21.00,6.50,190.00,438.00,1762.00,10.00,4.00,95.00,105.00,1012.00,39.00,187.00,38.00,15.00,30.70,238.00,5.60,29.80,1.99
seattle,417.00,5424.00,973.00,5.60,19.00,10.00,307.00,267.00,420.00,3236.00,27.00,9.00,7.00,160.00,509.00,2188.00,14.00,4.30,116.00,128.00,1183.00,31.00,182.00,40.70,9.30,31.00,241.00,5.54,29.70,2.12,231.00,4378.00,990.00,4.40,39.00,11.00,282.00,309.00,524.00,2752.00,16.00,28.00,4.80,156.00,422.00,1626.00,4.00,3.90,83.00,98.00,879.00,43.00,186.00,24.70,19.40,25.80,238.00,5.50,23.40,1.17
sanfrancisco,406.00,5180.00,961.00,5.40,18.00,10.00,286.00,244.00,417.00,2979.00,21.00,8.00,6.50,148.00,505.00,2201.00,18.00,4.40,115.00,103.00,845.00,23.00,188.00,37.80,9.00,31.60,236.00,5.30,27.50,1.96,272.00,5071.00,1020.00,5.00,30.00,12.00,284.00,345.00,585.00,3536.00,19.00,18.00,5.70,181.00,397.00,1535.00,11.00,3.90,77.00,96.00,878.00,26.00,191.00,26.20,13.10,25.30,228.00,5.50,26.50,1.41
arizona,379.00,5542.00,1037.00,5.30,31.00,9.00,329.00,363.00,574.00,4002.00,24.00,22.00,6.50,205.00,422.00,1540.00,12.00,3.60,84.00,96.00,744.00,40.00,200.00,33.00,15.50,28.90,229.00,5.37,27.70,1.71,324.00,5079.00,1042.00,4.90,30.00,10.00,309.00,367.00,625.00,3728.00,29.00,20.00,5.50,208.00,370.00,1351.00,5.00,3.70,68.00,111.00,960.00,33.00,204.00,28.90,13.70,28.00,218.00,5.30,24.90,1.53
stlouis,348.00,4877.00,968.00,5.00,21.00,10.00,282.00,301.00,506.00,3125.00,22.00,11.00,5.80,165.00,426.00,1752.00,10.00,4.10,82.00,123.00,1009.00,35.00,184.00,31.50,11.40,26.30,232.00,5.41,26.50,1.64,364.00,5520.00,1014.00,5.40,29.00,15.00,337.00,355.00,521.00,3874.00,21.00,14.00,6.70,203.00,440.00,1646.00,18.00,3.70,87.00,105.00,978.00,47.00,184.00,31.00,14.70,26.80,241.00,5.60,30.00,1.78
