name,team_points,team_total_yards,team_plays_offense,team_yds_per_play_offense,team_turnovers,team_fumbles_lost,team_first_down,team_pass_cmp,team_pass_att,team_pass_yds,team_pass_td,team_pass_int,team_pass_net_yds_per_att,team_pass_fd,team_rush_att,team_rush_yds,team_rush_td,team_rush_yds_per_att,team_rush_fd,team_penalties,team_penalties_yds,team_pen_fd,team_drives,team_score_pct,team_turnover_pct,team_start_avg,team_time_avg,team_plays_per_drive,team_yds_per_drive,team_points_avg,opp_points,opp_total_yards,opp_plays_offense,opp_yds_per_play_offense,opp_turnovers,opp_fumbles_lost,opp_first_down,opp_pass_cmp,opp_pass_att,opp_pass_yds,opp_pass_td,opp_pass_int,opp_pass_net_yds_per_att,opp_pass_fd,opp_rush_att,opp_rush_yds,opp_rush_td,opp_rush_yds_per_att,opp_rush_fd,opp_penalties,opp_penalties_yds,opp_pen_fd,opp_drives,opp_score_pct,opp_turnover_pct,opp_start_avg,opp_time_avg,opp_plays_per_drive,opp_yds_per_drive,opp_points_avg
houston,390.00,6186.00,1029.00,6.00,18.00,6.00,360.00,365.00,574.00,4144.00,24.00,12.00,6.80,222.00,423.00,2042.00,20.00,4.80,118.00,90.00,690.00,20.00,179.00,39.70,10.10,25.60,238.00,5.92,34.50,2.17,427.00,6031.00,1010.00,6.00,18.00,5.00,352.00,354.00,547.00,4280.00,33.00,13.00,7.40,211.00,433.00,1751.00,16.00,4.00,113.00,105.00,851.00,28.00,174.00,40.20,10.30,29.70,253.00,6.00,34.70,2.33
tennessee,356.00,4834.00,907.00,5.30,29.00,14.00,252.00,273.00,474.00,3107.00,24.00,15.00,6.20,155.00,406.00,1727.00,13.00,4.30,73.00,128.00,1040.00,24.00,184.00,33.20,14.70,31.50,216.00,5.07,26.00,1.80,339.00,5883.00,1139.00,5.20,25.00,8.00,356.00,410.00,625.00,4032.00,23.00,17.00,6.10,214.00,474.00,1851.00,7.00,3.90,107.00,114.00,1039.00,35.00,183.00,37.70,13.10,29.00,300.00,6.50,32.10,1.79
kansascity,366.00,5595.00,1063.00,5.30,14.00,6.00,319.00,274.00,475.00,2968.00,27.00,8.00,5.90,167.00,556.00,2627.00,13.00,4.70,129.00,90.00,771.00,23.00,192.00,31.30,6.80,30.50,238.00,5.67,29.10,1.77,326.00,5283.00,1028.00,5.10,23.00,9.00,293.00,319.00,581.00,3519.00,23.00,14.00,5.70,186.00,408.00,1764.00,11.00,4.30,88.00,111.00,922.00,19.00,192.00,28.10,10.90,26.80,227.00,5.50,27.40,1.55
sandiego,441.00,6329.00,1039.00,6.10,29.00,16.00,357.00,359.00,544.00,4519.00,30.00,13.00,7.80,236.00,457.00,1810.00,18.00,4.00,94.00,84.00,677.00,27.00,186.00,40.30,14.50,28.60,251.00,5.76,33.90,2.24,322.00,4345.00,939.00,4.60,23.00,7.00,247.00,285.00,488.00,2845.00,18.00,16.00,5.30,153.00,404.00,1500.00,14.00,3.70,77.00,97.00,769.00,17.00,184.00,26.10,12.50,32.50,220.00,5.20,23.70,1.48
oakland,410.00,5674.00,1039.00,5.50,26.00,10.00,306.00,279.00,491.00,3180.00,18.00,16.00,5.90,159.00,504.00,2494.00,19.00,4.90,113.00,148.00,1276.00,34.00,203.00,34.50,11.80,28.80,227.00,5.32,27.90,1.76,371.00,5165.00,991.00,5.20,24.00,12.00,292.00,249.00,470.00,3027.00,29.00,12.00,5.90,150.00,474.00,2138.00,14.00,4.50,98.00,117.00,1161.00,44.00,205.00,31.20,9.30,31.40,216.00,5.00,25.20,1.78
denver,344.00,5582.00,1018.00,5.50,27.00,15.00,309.00,334.00,580.00,4038.00,25.00,12.00,6.50,204.00,398.00,1544.00,13.00,3.90,81.00,98.00,944.00,24.00,196.00,30.60,11.70,27.50,218.00,5.32,28.40,1.69,471.00,6253.00,1056.00,5.90,18.00,8.00,334.00,297.00,502.00,3780.00,26.00,10.00,7.20,184.00,531.00,2473.00,26.00,4.70,126.00,98.00,921.00,24.00,199.00,40.70,8.00,32.10,234.00,5.50,31.40,2.27
philadelphia,439.00,6230.00,1038.00,6.00,25.00,12.00,322.00,348.00,561.00,3906.00,28.00,13.00,6.40,189.00,428.00,2324.00,18.00,5.40,116.00,129.00,1101.00,17.00,196.00,39.80,11.70,31.60,233.00,5.49,31.80,2.13,377.00,5235.00,998.00,5.20,34.00,11.00,309.00,309.00,536.00,3469.00,31.00,23.00,6.00,185.00,423.00,1766.00,12.00,4.20,91.00,87.00,724.00,33.00,194.00,31.40,17.00,27.70,222.00,5.30,26.90,1.83
nygiants,394.00,6085.00,1035.00,5.90,42.00,17.00,331.00,339.00,539.00,3885.00,31.00,25.00,7.00,192.00,480.00,2200.00,17.00,4.60,112.00,92.00,777.00,27.00,207.00,32.40,20.30,31.00,231.00,5.11,29.30,1.90,347.00,4990.00,974.00,5.10,39.00,23.00,263.00,308.00,539.00,3370.00,24.00,16.00,5.80,159.00,389.00,1620.00,11.00,4.20,88.00,107.00,899.00,16.00,202.00,28.70,18.30,32.80,210.00,5.00,24.40,1.55
dallas,394.00,5828.00,1035.00,5.60,30.00,11.00,327.00,379.00,576.00,4042.00,29.00,19.00,6.70,201.00,428.00,1786.00,10.00,4.20,104.00,109.00,863.00,22.00,182.00,34.60,14.80,28.80,246.00,5.86,31.80,1.90,436.00,5628.00,977.00,5.80,30.00,10.00,309.00,348.00,540.00,3894.00,33.00,20.00,6.80,200.00,402.00,1734.00,11.00,4.30,84.00,79.00,641.00,25.00,188.00,36.70,15.40,29.70,228.00,5.30,29.80,2.04
washington,302.00,5392.00,1002.00,5.40,31.00,12.00,295.00,349.00,605.00,3931.00,21.00,19.00,6.00,194.00,351.00,1461.00,9.00,4.20,72.00,90.00,647.00,29.00,205.00,26.30,14.60,28.80,215.00,5.06,26.00,1.38,377.00,6228.00,1051.00,5.90,27.00,13.00,326.00,367.00,578.00,4187.00,23.00,14.00,6.90,207.00,444.00,2041.00,15.00,4.60,106.00,104.00,839.00,13.00,203.00,32.50,12.30,31.00,236.00,5.40,30.70,1.72
chicago,334.00,4631.00,936.00,4.90,31.00,10.00,263.00,276.00,466.00,3015.00,23.00,21.00,5.80,163.00,414.00,1616.00,10.00,3.90,76.00,91.00,768.00,24.00,198.00,29.30,15.70,33.70,223.00,4.88,23.40,1.55,286.00,5029.00,1002.00,5.00,35.00,14.00,282.00,363.00,582.00,3588.00,14.00,21.00,5.80,183.00,386.00,1441.00,14.00,3.70,88.00,93.00,790.00,11.00,196.00,25.00,17.90,30.90,229.00,5.30,25.40,1.32
greenbay,388.00,5730.00,1000.00,5.70,22.00,9.00,312.00,352.00,541.00,4124.00,31.00,13.00,7.10,204.00,421.00,1606.00,11.00,3.80,88.00,78.00,617.00,20.00,183.00,35.00,10.90,29.80,248.00,5.62,31.30,1.97,240.00,4945.00,969.00,5.10,32.00,8.00,270.00,296.00,527.00,3107.00,16.00,24.00,5.40,163.00,395.00,1838.00,6.00,4.70,82.00,98.00,758.00,25.00,182.00,25.30,16.50,29.10,232.00,5.50,27.00,1.24
detroit,362.00,5423.00,1064.00,5.10,25.00,9.00,304.00,383.00,633.00,3810.00,26.00,16.00,5.80,199.00,404.00,1613.00,11.00,4.00,83.00,136.00,1018.00,22.00,193.00,32.10,12.40,29.30,228.00,5.67,28.10,1.73,369.00,5497.00,1005.00,5.50,29.00,15.00,320.00,330.00,518.00,3498.00,23.00,14.00,6.20,187.00,443.00,1999.00,18.00,4.50,98.00,106.00,854.00,35.00,192.00,31.30,13.50,30.50,233.00,5.30,28.50,1.79
minnesota,281.00,5039.00,982.00,5.10,37.00,11.00,289.00,305.00,505.00,3097.00,14.00,26.00,5.70,159.00,441.00,1942.00,16.00,4.40,104.00,100.00,769.00,26.00,189.00,24.90,19.00,30.20,234.00,5.29,26.40,1.38,348.00,5002.00,977.00,5.10,26.00,11.00,276.00,333.00,529.00,3367.00,25.00,15.00,6.00,178.00,417.00,1635.00,10.00,3.90,87.00,98.00,786.00,11.00,184.00,28.80,12.50,29.80,236.00,5.40,27.20,1.63
atlanta,414.00,5458.00,1097.00,5.00,17.00,8.00,353.00,361.00,577.00,3567.00,28.00,9.00,5.90,200.00,497.00,1891.00,14.00,3.80,111.00,58.00,598.00,42.00,178.00,39.30,9.00,31.10,257.00,6.34,30.70,2.12,288.00,5319.00,957.00,5.60,31.00,9.00,284.00,364.00,560.00,3625.00,23.00,22.00,6.10,183.00,366.00,1694.00,9.00,4.60,87.00,116.00,1003.00,14.00,180.00,26.10,16.10,24.30,230.00,5.40,29.60,1.49
neworleans,384.00,5960.00,1067.00,5.60,31.00,9.00,351.00,450.00,661.00,4441.00,33.00,22.00,6.50,236.00,380.00,1519.00,9.00,4.00,94.00,90.00,884.00,21.00,174.00,38.50,16.70,29.20,257.00,6.31,34.20,2.12,307.00,4900.00,948.00,5.20,25.00,16.00,273.00,306.00,494.00,3103.00,13.00,9.00,5.90,150.00,421.00,1797.00,13.00,4.30,94.00,88.00,701.00,29.00,173.00,31.80,12.70,29.60,239.00,5.70,28.20,1.58
tampabay,341.00,5362.00,955.00,5.60,19.00,13.00,288.00,306.00,494.00,3361.00,26.00,6.00,6.40,172.00,431.00,2001.00,9.00,4.60,97.00,100.00,837.00,19.00,172.00,33.70,9.30,28.90,252.00,5.72,31.20,1.83,318.00,5323.00,991.00,5.40,28.00,9.00,307.00,307.00,521.00,3216.00,23.00,19.00,5.90,171.00,444.00,2107.00,12.00,4.70,118.00,79.00,676.00,18.00,177.00,29.40,14.70,29.30,240.00,5.70,30.00,1.67
carolina,196.00,4135.00,962.00,4.30,37.00,16.00,225.00,256.00,484.00,2289.00,9.00,21.00,4.30,125.00,428.00,1846.00,7.00,4.30,78.00,106.00,918.00,22.00,197.00,20.80,17.80,28.70,214.00,5.03,20.70,0.95,408.00,5374.00,1060.00,5.10,29.00,12.00,328.00,326.00,526.00,3393.00,19.00,17.00,6.10,176.00,503.00,1981.00,20.00,3.90,121.00,90.00,765.00,31.00,196.00,35.20,14.30,33.40,240.00,5.60,27.40,1.87
seattle,310.00,4765.00,964.00,4.90,31.00,11.00,260.00,324.00,544.00,3341.00,14.00,20.00,5.80,159.00,385.00,1424.00,13.00,3.70,81.00,101.00,890.00,20.00,196.00,26.50,14.80,30.80,215.00,5.07,24.20,1.35,407.00,5897.00,1074.00,5.50,22.00,10.00,313.00,339.00,585.00,3994.00,31.00,12.00,6.40,206.00,452.00,1903.00,13.00,4.20,91.00,91.00,706.00,16.00,192.00,35.90,9.90,31.20,242.00,5.80,30.60,1.99
stlouis,289.00,4846.00,1053.00,4.60,21.00,6.00,292.00,354.00,590.00,3268.00,18.00,15.00,5.20,179.00,429.00,1578.00,9.00,3.70,84.00,102.00,877.00,29.00,199.00,30.20,9.50,30.90,230.00,5.49,24.30,1.45,328.00,5388.00,1017.00,5.30,26.00,12.00,304.00,328.00,570.00,3578.00,21.00,14.00,5.80,191.00,404.00,1810.00,7.00,4.50,88.00,126.00,1008.00,25.00,191.00,33.00,12.60,28.40,227.00,5.50,28.10,1.58
sanfrancisco,305.00,5013.00,945.00,5.30,23.00,8.00,251.00,282.00,500.00,3356.00,19.00,15.00,6.20,149.00,401.00,1657.00,10.00,4.10,85.00,112.00,933.00,17.00,190.00,26.80,11.10,28.50,225.00,5.12,26.20,1.42,346.00,5244.00,1033.00,5.10,22.00,7.00,299.00,358.00,550.00,3697.00,25.00,15.00,6.30,188.00,447.00,1547.00,9.00,3.50,86.00,97.00,839.00,25.00,195.00,31.80,11.30,30.00,235.00,5.50,26.90,1.65
arizona,289.00,4309.00,931.00,4.60,35.00,16.00,241.00,285.00,561.00,2921.00,10.00,19.00,4.80,154.00,320.00,1388.00,9.00,4.30,67.00,108.00,870.00,20.00,190.00,23.70,15.80,29.70,213.00,5.04,22.70,1.15,434.00,5977.00,1092.00,5.50,30.00,13.00,339.00,324.00,533.00,3654.00,22.00,17.00,6.50,178.00,526.00,2323.00,19.00,4.40,123.00,108.00,894.00,38.00,204.00,39.70,13.20,32.30,240.00,5.60,29.20,2.00
