name,team_points,team_total_yards,team_plays_offense,team_yds_per_play_offense,team_turnovers,team_fumbles_lost,team_first_down,team_pass_cmp,team_pass_att,team_pass_yds,team_pass_td,team_pass_int,team_pass_net_yds_per_att,team_pass_fd,team_rush_att,team_rush_yds,team_rush_td,team_rush_yds_per_att,team_rush_fd,team_penalties,team_penalties_yds,team_pen_fd,team_drives,team_score_pct,team_turnover_pct,team_start_avg,team_time_avg,team_plays_per_drive,team_yds_per_drive,team_points_avg,opp_points,opp_total_yards,opp_plays_offense,opp_yds_per_play_offense,opp_turnovers,opp_fumbles_lost,opp_first_down,opp_pass_cmp,opp_pass_att,opp_pass_yds,opp_pass_td,opp_pass_int,opp_pass_net_yds_per_att,opp_pass_fd,opp_rush_att,opp_rush_yds,opp_rush_td,opp_rush_yds_per_att,opp_rush_fd,opp_penalties,opp_penalties_yds,opp_pen_fd,opp_drives,opp_score_pct,opp_turnover_pct,opp_start_avg,opp_time_avg,opp_plays_per_drive,opp_yds_per_drive,opp_points_avg
jacksonville,249.00,4634.00,988.00,4.70,26.00,8.00,271.00,325.00,557.00,3001.00,15.00,18.00,4.80,154.00,360.00,1633.00,9.00,4.50,86.00,73.00,573.00,31.00,195.00,22.60,12.80,25.70,214.00,5.20,23.70,1.17,412.00,5932.00,1085.00,5.50,20.00,14.00,330.00,355.00,541.00,3899.00,24.00,6.00,6.70,200.00,499.00,2033.00,15.00,4.10,107.00,115.00,886.00,23.00,193.00,36.30,9.80,29.80,243.00,5.80,30.70,1.90
tennessee,254.00,4859.00,919.00,5.30,26.00,10.00,258.00,299.00,513.00,3412.00,20.00,16.00,6.10,159.00,356.00,1447.00,6.00,4.10,75.00,111.00,961.00,24.00,191.00,23.60,12.60,25.80,218.00,4.93,25.30,1.25,438.00,5968.00,1099.00,5.40,16.00,4.00,357.00,347.00,545.00,3773.00,28.00,12.00,6.50,211.00,515.00,2195.00,17.00,4.30,119.00,93.00,731.00,27.00,191.00,40.80,8.40,29.90,243.00,6.00,31.20,2.17
denver,482.00,6446.00,1067.00,6.00,20.00,5.00,360.00,399.00,607.00,4661.00,40.00,15.00,7.50,227.00,443.00,1785.00,15.00,4.00,98.00,120.00,1045.00,35.00,198.00,39.90,9.60,28.90,229.00,5.54,32.60,2.31,354.00,4883.00,1031.00,4.70,25.00,7.00,311.00,399.00,641.00,3607.00,29.00,18.00,5.30,219.00,349.00,1276.00,9.00,3.70,60.00,103.00,816.00,32.00,195.00,31.30,11.80,28.30,226.00,5.40,24.90,1.72
sandiego,348.00,5465.00,1009.00,5.40,23.00,5.00,326.00,380.00,574.00,4098.00,31.00,18.00,6.70,214.00,398.00,1367.00,6.00,3.40,75.00,111.00,967.00,37.00,174.00,33.90,12.60,26.40,251.00,5.95,31.30,1.87,348.00,5413.00,988.00,5.50,18.00,11.00,307.00,320.00,524.00,3427.00,24.00,7.00,6.20,168.00,438.00,1986.00,11.00,4.50,98.00,129.00,1067.00,41.00,179.00,35.80,9.50,28.50,237.00,5.70,30.20,1.88
kansascity,353.00,5100.00,962.00,5.30,17.00,11.00,309.00,320.00,493.00,3182.00,18.00,6.00,5.90,184.00,420.00,1918.00,18.00,4.60,92.00,88.00,681.00,33.00,173.00,35.80,9.20,29.30,246.00,5.73,29.40,1.93,281.00,5288.00,1024.00,5.20,14.00,8.00,310.00,318.00,545.00,3252.00,22.00,6.00,5.50,184.00,433.00,2036.00,4.00,4.70,108.00,107.00,851.00,18.00,178.00,32.60,6.70,27.70,242.00,6.00,29.70,1.56
oakland,253.00,4515.00,994.00,4.50,29.00,13.00,248.00,365.00,629.00,3275.00,22.00,16.00,5.00,173.00,337.00,1240.00,4.00,3.70,56.00,116.00,939.00,19.00,198.00,22.70,13.60,24.20,217.00,5.13,22.60,1.21,452.00,5721.00,1041.00,5.50,14.00,5.00,320.00,343.00,538.00,3810.00,29.00,9.00,6.80,190.00,481.00,1911.00,17.00,4.00,95.00,116.00,941.00,35.00,197.00,39.60,6.60,32.90,234.00,5.50,29.10,2.12
dallas,467.00,6138.00,1014.00,6.10,25.00,14.00,342.00,328.00,476.00,3784.00,37.00,11.00,7.50,205.00,508.00,2354.00,16.00,4.60,106.00,105.00,839.00,31.00,179.00,43.60,12.80,28.90,256.00,5.83,34.10,2.49,352.00,5681.00,978.00,5.80,31.00,13.00,315.00,371.00,558.00,4031.00,22.00,18.00,6.90,195.00,392.00,1650.00,18.00,4.20,86.00,104.00,861.00,34.00,179.00,31.30,16.80,26.90,230.00,5.60,31.70,1.83
philadelphia,474.00,6348.00,1127.00,5.60,36.00,15.00,356.00,384.00,621.00,4356.00,27.00,21.00,6.70,218.00,474.00,1992.00,16.00,4.20,109.00,115.00,995.00,29.00,203.00,36.90,17.20,30.00,206.00,5.73,31.10,1.96,400.00,6009.00,1113.00,5.40,28.00,16.00,338.00,345.00,591.00,4238.00,30.00,12.00,6.60,211.00,473.00,1771.00,14.00,3.70,88.00,121.00,1089.00,39.00,212.00,31.10,12.70,26.40,231.00,5.40,28.20,1.76
nygiants,380.00,5875.00,1086.00,5.40,28.00,14.00,336.00,383.00,607.00,4272.00,30.00,14.00,6.70,218.00,449.00,1603.00,13.00,3.60,83.00,101.00,896.00,35.00,193.00,34.70,12.40,28.20,233.00,5.76,30.30,1.93,400.00,6012.00,1007.00,6.00,26.00,9.00,326.00,324.00,522.00,3850.00,25.00,17.00,6.80,187.00,438.00,2162.00,15.00,4.90,112.00,105.00,948.00,27.00,195.00,35.40,12.80,28.50,224.00,5.30,30.80,1.88
washington,301.00,5738.00,1006.00,5.70,31.00,13.00,318.00,364.00,547.00,4047.00,18.00,18.00,6.70,186.00,401.00,1691.00,15.00,4.20,88.00,120.00,1130.00,44.00,192.00,29.70,15.60,25.10,234.00,5.38,29.90,1.58,438.00,5712.00,976.00,5.90,19.00,12.00,307.00,345.00,519.00,3990.00,35.00,7.00,7.20,195.00,421.00,1722.00,11.00,4.10,77.00,144.00,1164.00,35.00,182.00,37.40,8.80,30.00,236.00,5.50,31.20,2.13
greenbay,486.00,6178.00,1001.00,6.20,13.00,7.00,356.00,349.00,536.00,4261.00,38.00,6.00,7.50,222.00,435.00,1917.00,14.00,4.40,104.00,92.00,775.00,30.00,169.00,46.70,7.10,28.50,253.00,6.12,36.50,2.63,348.00,5542.00,1054.00,5.30,27.00,9.00,339.00,333.00,564.00,3623.00,26.00,18.00,6.00,196.00,449.00,1919.00,11.00,4.30,116.00,104.00,945.00,27.00,175.00,33.10,14.90,27.50,242.00,6.20,31.60,1.84
detroit,321.00,5452.00,1045.00,5.20,20.00,8.00,310.00,365.00,604.00,4030.00,22.00,12.00,6.20,210.00,396.00,1422.00,11.00,3.60,72.00,118.00,989.00,28.00,179.00,32.40,9.50,29.90,250.00,6.05,30.40,1.71,282.00,4815.00,984.00,4.90,27.00,7.00,310.00,383.00,592.00,3706.00,23.00,20.00,5.80,209.00,350.00,1109.00,8.00,3.20,59.00,99.00,849.00,42.00,182.00,26.90,14.30,26.10,229.00,5.50,26.30,1.49
minnesota,325.00,5048.00,981.00,5.10,20.00,2.00,288.00,322.00,517.00,3244.00,17.00,18.00,5.70,171.00,413.00,1804.00,12.00,4.40,90.00,100.00,836.00,27.00,176.00,31.80,10.80,27.30,237.00,5.77,28.50,1.64,343.00,5515.00,1025.00,5.40,19.00,6.00,321.00,353.00,534.00,3572.00,26.00,13.00,6.20,189.00,450.00,1943.00,10.00,4.30,100.00,112.00,938.00,32.00,179.00,34.10,10.10,28.20,249.00,5.90,30.60,1.83
chicago,319.00,5233.00,1005.00,5.20,29.00,10.00,322.00,396.00,609.00,3792.00,30.00,19.00,5.80,194.00,355.00,1441.00,8.00,4.10,91.00,113.00,997.00,37.00,180.00,27.80,16.10,25.90,241.00,5.67,29.00,1.68,442.00,6033.00,1008.00,6.00,24.00,10.00,325.00,366.00,548.00,4230.00,34.00,14.00,7.20,227.00,421.00,1803.00,12.00,4.30,78.00,106.00,978.00,20.00,177.00,44.60,12.40,32.80,243.00,5.90,34.00,2.38
carolina,339.00,5547.00,1060.00,5.20,23.00,11.00,347.00,327.00,545.00,3511.00,23.00,12.00,6.00,199.00,473.00,2036.00,10.00,4.30,117.00,83.00,756.00,31.00,178.00,34.80,11.80,27.70,254.00,6.15,31.00,1.79,374.00,5437.00,999.00,5.40,26.00,12.00,309.00,364.00,562.00,3645.00,25.00,14.00,6.10,193.00,397.00,1792.00,14.00,4.50,91.00,97.00,760.00,25.00,179.00,34.10,14.00,27.60,234.00,5.70,30.30,1.89
neworleans,401.00,6582.00,1095.00,6.00,30.00,13.00,395.00,456.00,659.00,4764.00,33.00,17.00,6.90,258.00,406.00,1818.00,16.00,4.50,101.00,80.00,670.00,36.00,174.00,39.10,16.70,25.50,249.00,6.42,37.70,2.30,424.00,6144.00,1022.00,6.00,17.00,5.00,345.00,341.00,546.00,4019.00,26.00,12.00,6.90,205.00,442.00,2125.00,17.00,4.80,111.00,105.00,889.00,29.00,171.00,43.30,9.90,26.10,251.00,6.20,35.80,2.30
atlanta,381.00,6051.00,1035.00,5.80,23.00,8.00,330.00,418.00,632.00,4553.00,28.00,15.00,6.90,233.00,372.00,1498.00,11.00,4.00,75.00,97.00,840.00,22.00,175.00,38.90,13.10,26.50,242.00,6.10,34.60,2.06,417.00,6372.00,1038.00,6.10,28.00,12.00,358.00,359.00,566.00,4478.00,20.00,16.00,7.60,224.00,450.00,1894.00,21.00,4.20,108.00,91.00,744.00,26.00,169.00,42.60,14.20,27.90,254.00,6.40,37.60,2.25
tampabay,277.00,4672.00,936.00,5.00,33.00,13.00,263.00,301.00,531.00,3297.00,21.00,20.00,5.70,162.00,353.00,1375.00,7.00,3.90,72.00,118.00,939.00,29.00,180.00,26.70,17.20,26.60,226.00,5.33,25.80,1.42,410.00,5903.00,1067.00,5.50,25.00,11.00,353.00,387.00,563.00,4084.00,28.00,14.00,6.80,223.00,468.00,1819.00,15.00,3.90,103.00,106.00,935.00,27.00,185.00,38.90,13.00,31.20,252.00,6.00,31.80,2.10
seattle,394.00,6012.00,1021.00,5.90,14.00,7.00,328.00,287.00,454.00,3250.00,20.00,7.00,6.60,160.00,525.00,2762.00,20.00,5.30,144.00,130.00,1009.00,24.00,175.00,40.60,6.90,30.50,258.00,6.05,34.20,2.13,254.00,4274.00,924.00,4.60,24.00,11.00,277.00,313.00,507.00,2970.00,17.00,13.00,5.50,175.00,380.00,1304.00,8.00,3.40,70.00,70.00,613.00,32.00,171.00,26.90,12.30,25.70,237.00,5.50,25.00,1.39
arizona,310.00,5116.00,993.00,5.20,17.00,5.00,302.00,320.00,568.00,3808.00,21.00,12.00,6.40,191.00,397.00,1308.00,6.00,3.30,67.00,91.00,707.00,44.00,181.00,30.90,9.40,26.90,238.00,5.67,28.30,1.52,299.00,5891.00,1010.00,5.80,25.00,7.00,300.00,365.00,579.00,4152.00,22.00,18.00,6.80,195.00,396.00,1739.00,9.00,4.40,77.00,130.00,1192.00,28.00,188.00,29.80,12.80,26.00,234.00,5.50,31.30,1.55
sanfrancisco,306.00,5239.00,1009.00,5.20,22.00,12.00,303.00,292.00,487.00,3063.00,20.00,10.00,5.70,165.00,470.00,2176.00,10.00,4.60,104.00,116.00,937.00,34.00,178.00,30.90,11.80,27.80,251.00,5.84,29.40,1.60,340.00,5143.00,989.00,5.20,29.00,6.00,308.00,324.00,551.00,3531.00,29.00,23.00,6.00,188.00,402.00,1612.00,7.00,4.00,83.00,122.00,909.00,37.00,175.00,32.00,16.60,25.80,240.00,5.80,29.30,1.78
stlouis,324.00,5035.00,957.00,5.30,27.00,11.00,288.00,327.00,515.00,3400.00,20.00,16.00,6.00,189.00,395.00,1635.00,11.00,4.10,79.00,123.00,1139.00,20.00,186.00,29.60,14.00,28.00,231.00,5.31,26.90,1.55,354.00,5626.00,1005.00,5.60,25.00,12.00,301.00,368.00,540.00,3861.00,18.00,13.00,6.70,189.00,425.00,1765.00,12.00,4.20,83.00,105.00,882.00,29.00,182.00,30.20,13.20,25.60,242.00,5.70,30.80,1.57
