name,team_points,team_total_yards,team_plays_offense,team_yds_per_play_offense,team_turnovers,team_fumbles_lost,team_first_down,team_pass_cmp,team_pass_att,team_pass_yds,team_pass_td,team_pass_int,team_pass_net_yds_per_att,team_pass_fd,team_rush_att,team_rush_yds,team_rush_td,team_rush_yds_per_att,team_rush_fd,team_penalties,team_penalties_yds,team_pen_fd,team_drives,team_score_pct,team_turnover_pct,team_start_avg,team_time_avg,team_plays_per_drive,team_yds_per_drive,team_points_avg,opp_points,opp_total_yards,opp_plays_offense,opp_yds_per_play_offense,opp_turnovers,opp_fumbles_lost,opp_first_down,opp_pass_cmp,opp_pass_att,opp_pass_yds,opp_pass_td,opp_pass_int,opp_pass_net_yds_per_att,opp_pass_fd,opp_rush_att,opp_rush_yds,opp_rush_td,opp_rush_yds_per_att,opp_rush_fd,opp_penalties,opp_penalties_yds,opp_pen_fd,opp_drives,opp_score_pct,opp_turnover_pct,opp_start_avg,opp_time_avg,opp_plays_per_drive,opp_yds_per_drive,opp_points_avg
indianapolis,361.00,5238.00,1016.00,5.20,21.00,11.00,340.00,307.00,513.00,3108.00,22.00,10.00,5.70,165.00,471.00,2130.00,17.00,4.50,131.00,79.00,670.00,44.00,166.00,36.10,11.40,27.60,253.00,6.25,31.10,2.00,373.00,5549.00,986.00,5.60,23.00,8.00,323.00,394.00,562.00,3982.00,29.00,15.00,6.60,207.00,383.00,1567.00,8.00,4.10,93.00,111.00,1040.00,23.00,168.00,39.30,13.10,28.80,251.00,6.00,33.10,2.06
jacksonville,300.00,5468.00,1020.00,5.40,20.00,12.00,298.00,364.00,589.00,3760.00,24.00,8.00,6.00,183.00,389.00,1708.00,3.00,4.40,85.00,132.00,1165.00,30.00,177.00,33.90,10.20,25.90,245.00,5.95,30.90,1.63,397.00,6007.00,999.00,6.00,19.00,9.00,340.00,327.00,517.00,3778.00,22.00,10.00,6.70,193.00,435.00,2229.00,23.00,5.10,114.00,102.00,883.00,33.00,174.00,37.40,9.20,29.10,238.00,5.70,33.80,2.16
kansascity,451.00,6067.00,976.00,6.20,15.00,10.00,350.00,378.00,576.00,4498.00,30.00,5.00,7.50,211.00,375.00,1569.00,16.00,4.20,93.00,107.00,1029.00,46.00,162.00,49.40,8.00,28.90,252.00,6.18,37.20,2.62,308.00,5594.00,1043.00,5.40,23.00,7.00,344.00,352.00,582.00,3543.00,21.00,16.00,5.70,190.00,416.00,2051.00,14.00,4.90,115.00,116.00,844.00,39.00,162.00,34.60,13.60,27.10,259.00,6.50,34.10,1.90
denver,282.00,4777.00,954.00,5.00,16.00,6.00,279.00,312.00,504.00,3115.00,16.00,10.00,5.70,162.00,409.00,1662.00,11.00,4.10,77.00,110.00,912.00,40.00,170.00,32.90,9.40,27.20,245.00,5.78,28.10,1.62,316.00,5392.00,1003.00,5.40,17.00,7.00,305.00,348.00,537.00,3609.00,19.00,10.00,6.30,175.00,426.00,1783.00,9.00,4.20,96.00,121.00,1041.00,34.00,166.00,37.30,8.40,28.40,253.00,6.10,31.90,1.80
oakland,313.00,5819.00,989.00,5.90,17.00,9.00,315.00,367.00,523.00,3926.00,22.00,8.00,7.10,194.00,437.00,1893.00,13.00,4.30,104.00,128.00,1138.00,17.00,161.00,32.90,9.90,27.10,301.00,6.16,35.40,1.86,419.00,5677.00,963.00,5.90,15.00,6.00,344.00,337.00,526.00,4107.00,33.00,9.00,7.40,201.00,405.00,1570.00,15.00,3.90,91.00,91.00,763.00,52.00,165.00,41.20,8.50,25.60,249.00,6.00,34.40,2.40
lachargers,337.00,5879.00,997.00,5.90,31.00,11.00,349.00,394.00,597.00,4426.00,24.00,20.00,7.00,220.00,366.00,1453.00,12.00,4.00,90.00,103.00,872.00,39.00,157.00,39.50,18.50,26.20,305.00,6.46,36.90,2.10,345.00,5009.00,923.00,5.40,14.00,3.00,285.00,328.00,464.00,3204.00,21.00,11.00,6.50,156.00,429.00,1805.00,15.00,4.20,101.00,108.00,959.00,28.00,158.00,37.30,8.20,29.50,255.00,5.90,31.20,2.03
philadelphia,385.00,5772.00,1104.00,5.20,23.00,15.00,354.00,391.00,613.00,3833.00,27.00,8.00,5.90,215.00,454.00,1939.00,16.00,4.30,104.00,100.00,836.00,35.00,183.00,35.50,10.40,28.20,251.00,6.07,30.90,2.01,354.00,5307.00,967.00,5.50,20.00,9.00,289.00,348.00,571.00,3865.00,27.00,11.00,6.30,185.00,353.00,1442.00,13.00,4.10,76.00,115.00,959.00,28.00,186.00,33.90,10.20,28.80,219.00,5.30,28.30,1.88
dallas,434.00,6904.00,1069.00,6.50,18.00,7.00,379.00,388.00,597.00,4751.00,30.00,11.00,7.70,229.00,449.00,2153.00,18.00,4.80,120.00,109.00,1008.00,30.00,175.00,44.60,10.30,26.30,242.00,6.34,39.40,2.43,321.00,5232.00,1015.00,5.20,17.00,10.00,327.00,370.00,569.00,3576.00,21.00,7.00,5.90,188.00,407.00,1656.00,14.00,4.10,101.00,102.00,855.00,38.00,172.00,35.50,9.90,30.10,249.00,6.10,30.40,1.88
nygiants,341.00,5416.00,1012.00,5.40,33.00,16.00,311.00,376.00,607.00,3731.00,30.00,17.00,5.70,187.00,362.00,1685.00,11.00,4.70,89.00,90.00,784.00,35.00,180.00,28.30,18.30,26.30,230.00,5.61,29.40,1.72,451.00,6037.00,1061.00,5.70,16.00,6.00,343.00,369.00,556.00,4225.00,30.00,10.00,7.10,211.00,469.00,1812.00,19.00,3.90,100.00,117.00,922.00,32.00,184.00,39.70,8.70,29.70,244.00,5.90,32.50,2.23
washington,266.00,4395.00,885.00,5.00,21.00,8.00,248.00,298.00,479.00,2812.00,18.00,13.00,5.30,154.00,356.00,1583.00,9.00,4.40,74.00,106.00,835.00,20.00,174.00,29.90,12.10,28.20,227.00,5.20,25.00,1.52,435.00,6162.00,1079.00,5.70,22.00,9.00,354.00,371.00,540.00,3823.00,35.00,13.00,6.50,200.00,493.00,2339.00,14.00,4.70,120.00,94.00,805.00,34.00,173.00,42.20,12.10,31.80,300.00,6.30,34.90,2.40
greenbay,376.00,5528.00,1020.00,5.40,13.00,9.00,320.00,356.00,573.00,3733.00,26.00,4.00,6.10,190.00,411.00,1795.00,18.00,4.40,90.00,100.00,774.00,40.00,177.00,37.30,6.80,34.10,251.00,5.90,31.20,2.11,313.00,5642.00,998.00,5.70,25.00,8.00,310.00,326.00,546.00,3721.00,19.00,17.00,6.30,191.00,411.00,1921.00,15.00,4.70,99.00,97.00,968.00,20.00,178.00,34.30,14.00,28.00,234.00,5.80,31.70,1.79
minnesota,407.00,5656.00,970.00,5.80,20.00,12.00,314.00,319.00,466.00,3523.00,26.00,8.00,7.10,171.00,476.00,2133.00,19.00,4.50,106.00,96.00,895.00,37.00,172.00,41.90,10.50,29.70,239.00,5.77,32.50,2.30,303.00,5465.00,1053.00,5.20,31.00,14.00,324.00,394.00,601.00,3737.00,23.00,17.00,5.80,215.00,404.00,1728.00,8.00,4.30,78.00,83.00,713.00,31.00,171.00,34.50,17.00,28.20,253.00,6.30,31.40,1.74
chicago,280.00,4749.00,1020.00,4.70,19.00,7.00,297.00,371.00,580.00,3291.00,20.00,12.00,5.30,178.00,395.00,1458.00,8.00,3.70,85.00,103.00,838.00,34.00,172.00,29.10,10.50,28.30,246.00,5.99,27.20,1.50,298.00,5186.00,1017.00,5.10,19.00,9.00,306.00,362.00,571.00,3554.00,17.00,10.00,5.90,190.00,414.00,1632.00,16.00,3.90,86.00,113.00,923.00,30.00,179.00,31.30,10.60,35.80,238.00,5.80,28.70,1.68
detroit,341.00,5549.00,1021.00,5.40,23.00,8.00,313.00,344.00,571.00,3900.00,28.00,15.00,6.40,196.00,407.00,1649.00,7.00,4.10,82.00,113.00,937.00,35.00,180.00,33.30,11.70,28.40,233.00,5.74,30.30,1.78,423.00,6406.00,1094.00,5.90,18.00,11.00,365.00,381.00,611.00,4551.00,33.00,7.00,7.10,232.00,455.00,1855.00,13.00,4.10,94.00,117.00,960.00,39.00,177.00,40.10,9.00,25.80,247.00,6.30,35.50,2.20
neworleans,458.00,5982.00,1011.00,5.90,8.00,2.00,347.00,418.00,581.00,4244.00,36.00,6.00,7.00,230.00,405.00,1738.00,12.00,4.30,97.00,120.00,1036.00,20.00,170.00,47.10,4.10,33.60,300.00,6.07,34.80,2.54,341.00,5329.00,999.00,5.30,23.00,10.00,311.00,371.00,603.00,3868.00,27.00,13.00,5.90,197.00,345.00,1461.00,12.00,4.20,71.00,92.00,713.00,43.00,173.00,34.70,12.70,26.30,233.00,5.90,30.60,1.92
atlanta,381.00,6075.00,1096.00,5.50,25.00,10.00,383.00,459.00,684.00,4714.00,29.00,15.00,6.40,258.00,362.00,1361.00,10.00,3.80,84.00,119.00,956.00,41.00,172.00,41.30,13.40,28.60,251.00,6.54,35.20,2.15,399.00,5693.00,985.00,5.80,20.00,8.00,330.00,351.00,536.00,3918.00,28.00,12.00,6.90,192.00,421.00,1775.00,13.00,4.20,108.00,127.00,1080.00,30.00,166.00,42.80,9.00,28.70,247.00,6.10,34.30,2.27
tampabay,458.00,6366.00,1086.00,5.90,41.00,11.00,353.00,382.00,630.00,4845.00,33.00,30.00,7.20,244.00,409.00,1521.00,15.00,3.70,81.00,133.00,1111.00,28.00,193.00,38.30,20.70,27.70,230.00,5.68,32.40,2.12,449.00,5503.00,1073.00,5.10,28.00,16.00,331.00,408.00,664.00,4322.00,30.00,12.00,6.10,222.00,362.00,1181.00,11.00,3.30,70.00,111.00,971.00,39.00,192.00,39.60,13.50,31.30,223.00,5.70,27.60,2.00
carolina,340.00,5469.00,1077.00,5.10,35.00,14.00,335.00,382.00,633.00,3650.00,17.00,21.00,5.30,230.00,386.00,1819.00,20.00,4.70,82.00,87.00,754.00,23.00,189.00,32.30,16.90,28.80,225.00,5.79,28.70,1.73,470.00,5992.00,1042.00,5.80,21.00,7.00,355.00,347.00,544.00,3696.00,21.00,14.00,6.20,197.00,445.00,2296.00,31.00,5.20,128.00,109.00,940.00,30.00,191.00,41.40,9.40,29.70,233.00,5.50,30.90,2.33
sanfrancisco,479.00,6097.00,1012.00,6.00,23.00,10.00,336.00,331.00,478.00,3792.00,28.00,13.00,7.40,195.00,498.00,2305.00,23.00,4.60,110.00,105.00,939.00,31.00,183.00,44.30,12.00,32.10,246.00,5.74,33.10,2.44,310.00,4509.00,968.00,4.70,27.00,15.00,285.00,318.00,519.00,2707.00,23.00,12.00,4.80,150.00,401.00,1802.00,11.00,4.50,105.00,116.00,957.00,30.00,176.00,29.00,14.20,28.40,238.00,5.60,25.40,1.64
seattle,405.00,5991.00,1046.00,5.70,20.00,14.00,341.00,341.00,517.00,3791.00,31.00,6.00,6.70,190.00,481.00,2200.00,15.00,4.60,121.00,109.00,882.00,30.00,187.00,36.90,10.20,30.00,241.00,5.71,31.80,2.09,398.00,6106.00,1014.00,6.00,32.00,16.00,346.00,383.00,598.00,4223.00,19.00,16.00,6.70,224.00,388.00,1883.00,22.00,4.90,97.00,96.00,798.00,25.00,178.00,37.10,16.30,26.50,238.00,5.90,34.10,2.03
larams,394.00,5998.00,1055.00,5.70,24.00,7.00,342.00,397.00,632.00,4499.00,22.00,17.00,6.90,222.00,401.00,1499.00,20.00,3.70,92.00,118.00,899.00,28.00,178.00,36.00,12.90,28.10,231.00,5.88,32.30,1.98,364.00,5434.00,1056.00,5.10,24.00,11.00,324.00,348.00,562.00,3625.00,23.00,13.00,5.90,194.00,444.00,1809.00,15.00,4.10,100.00,105.00,829.00,30.00,181.00,33.70,12.70,29.10,240.00,5.90,29.20,1.83
arizona,361.00,5467.00,1000.00,5.50,18.00,6.00,314.00,355.00,554.00,3477.00,20.00,12.00,5.80,176.00,396.00,1990.00,18.00,5.00,109.00,121.00,956.00,29.00,178.00,38.80,10.10,27.70,229.00,5.81,30.60,2.02,442.00,6432.00,1080.00,6.00,17.00,10.00,375.00,421.00,601.00,4510.00,38.00,7.00,7.00,243.00,439.00,1922.00,9.00,4.40,94.00,114.00,1041.00,38.00,169.00,42.60,9.50,27.10,304.00,6.50,37.70,2.37
