,date,home_team,visitor_team,home_points,visitor_points,home_margin_of_victory,favorite,spread,total,cover,over,team_points,team_total_yards,team_plays_offense,team_yds_per_play_offense,team_turnovers,team_fumbles_lost,team_first_down,team_pass_cmp,team_pass_att,team_pass_yds,team_pass_td,team_pass_int,team_pass_net_yds_per_att,team_pass_fd,team_rush_att,team_rush_yds,team_rush_td,team_rush_yds_per_att,team_rush_fd,team_penalties,team_penalties_yds,team_pen_fd,team_drives,team_score_pct,team_turnover_pct,team_start_avg,team_time_avg,team_plays_per_drive,team_yds_per_drive,team_points_avg,opp_points,opp_total_yards,opp_plays_offense,opp_yds_per_play_offense,opp_turnovers,opp_fumbles_lost,opp_first_down,opp_pass_cmp,opp_pass_att,opp_pass_yds,opp_pass_td,opp_pass_int,opp_pass_net_yds_per_att,opp_pass_fd,opp_rush_att,opp_rush_yds,opp_rush_td,opp_rush_yds_per_att,opp_rush_fd,opp_penalties,opp_penalties_yds,opp_pen_fd,opp_drives,opp_score_pct,opp_turnover_pct,opp_start_avg,opp_time_avg,opp_plays_per_drive,opp_yds_per_drive,opp_points_avg
0,904,washington,nygiants,7,16,-9,NYGiants,4.5,41.5,0,0,-162.0,-575.0,5.0,-0.5999999999999996,5.0,9.0,-43.0,20.0,19.0,-152.0,-9.0,-4.0,-0.5999999999999996,-11.0,-24.0,-423.0,-7.0,-0.5999999999999996,-21.0,-19.0,-177.0,-11.0,0.0,-14.599999999999998,2.3,-0.4999999999999965,-50.0,0.009999999999999787,-3.3000000000000007,-0.7999999999999998,2.0,-51.0,2.0,0.0,-4.0,0.0,-9.0,-6.0,8.0,-44.0,-1.0,-4.0,0.0,-6.0,12.0,-7.0,-2.0,-0.20000000000000015,8.0,-31.0,-227.0,-11.0,3.0,0.6000000000000014,-1.9000000000000004,-1.0,3.0,0.0,-0.6000000000000014,-0.06000000000000005
1,907,stlouis,philadelphia,3,38,-35,Philadelphia,7.5,44,0,0,-184.0,-1012.0,-74.0,-0.5999999999999996,5.0,2.0,-69.0,-70.0,-86.0,-964.0,-12.0,3.0,-1.0,-64.0,-10.0,-48.0,-7.0,0.0,1.0,23.0,83.0,-6.0,-10.0,-9.2,4.800000000000002,-4.0,-2.0,-0.1200000000000001,-3.8000000000000007,-0.6400000000000001,176.0,1561.0,-19.0,1.6999999999999993,-3.0,0.0,72.0,-6.0,-81.0,562.0,1.0,-3.0,2.2,14.0,80.0,999.0,19.0,1.4000000000000004,67.0,8.0,56.0,-9.0,-13.0,16.3,-0.5999999999999996,0.8999999999999986,15.0,0.20000000000000015,9.799999999999997,0.9600000000000002
2,907,miami,nyjets,14,20,-6,NYJets,3,36,0,0,-60.0,222.0,-16.0,0.2999999999999998,-18.0,-2.0,0.0,-17.0,-38.0,329.0,-2.0,-16.0,1.0999999999999996,-2.0,26.0,-107.0,-2.0,-0.5,17.0,4.0,100.0,-15.0,-3.0,-3.3999999999999986,-9.999999999999998,-2.1999999999999997,2.0,-0.01999999999999957,1.8000000000000007,-0.17999999999999994,-39.0,-6.0,-41.0,0.20000000000000015,0.0,-4.0,-19.0,-48.0,-21.0,-108.0,-5.0,4.0,0.10000000000000052,-36.0,-19.0,102.0,1.0,0.5,10.0,-7.0,-48.0,7.0,-12.0,1.9000000000000057,-0.5,-2.5,4.0,0.1999999999999993,2.3000000000000007,-0.010000000000000007
3,907,kansascity,newengland,10,17,-7,NewEngland,16,43,1,0,-119.0,-908.0,-138.0,-0.09999999999999963,3.0,-2.0,-83.0,-29.0,7.0,-440.0,2.0,5.0,-0.6999999999999993,-25.0,-134.0,-468.0,-12.0,0.39999999999999947,-51.0,21.0,144.0,-7.0,4.0,-17.799999999999994,0.9000000000000004,-5.4999999999999964,-28.0,-1.0199999999999996,-5.899999999999999,-0.78,131.0,1347.0,121.0,0.5999999999999996,7.0,8.0,76.0,60.0,48.0,526.0,-6.0,-1.0,0.5999999999999996,19.0,94.0,821.0,17.0,0.9000000000000004,55.0,0.0,-48.0,2.0,11.0,13.0,2.6,5.800000000000002,13.0,0.5,5.5,0.5900000000000001
4,907,houston,pittsburgh,17,38,-21,Pittsburgh,6,43,0,1,19.0,1122.0,4.0,1.0999999999999996,7.0,2.0,50.0,64.0,49.0,966.0,2.0,5.0,1.3999999999999997,31.0,-28.0,156.0,0.0,0.5999999999999996,13.0,-15.0,-148.0,6.0,-17.0,5.600000000000001,4.700000000000001,-1.3000000000000007,18.0,0.5700000000000003,9.199999999999996,0.28,171.0,1590.0,-39.0,1.9,-7.0,1.0,60.0,-7.0,-62.0,912.0,12.0,-8.0,2.6000000000000005,18.0,49.0,678.0,11.0,1.2000000000000002,41.0,-10.0,-142.0,1.0,-13.0,15.4,-2.4000000000000004,-1.1000000000000014,7.0,0.20000000000000015,10.599999999999998,1.0199999999999998
5,907,tampabay,neworleans,20,24,-4,NewOrleans,3,42.5,0,1,-102.0,-1115.0,-2.0,-1.0999999999999996,0.0,5.0,-56.0,-58.0,-74.0,-1358.0,-16.0,-5.0,-1.6000000000000003,-48.0,53.0,243.0,-7.0,0.09999999999999963,-3.0,9.0,37.0,-5.0,11.0,-9.400000000000006,-1.3000000000000007,2.5,-1.0,-0.2999999999999998,-7.900000000000002,-0.8300000000000003,-70.0,-534.0,-54.0,-0.20000000000000015,8.0,1.0,-40.0,-23.0,-51.0,-550.0,2.0,7.0,-0.5,-27.0,-4.0,16.0,-6.0,0.09999999999999963,-13.0,4.0,23.0,0.0,18.0,-9.000000000000004,3.1,-1.0,-17.0,-0.9000000000000004,-5.800000000000002,-0.4199999999999999
6,907,seattle,buffalo,10,34,-24,Buffalo,1,38.5,0,1,-42.0,-497.0,-29.0,-0.39999999999999947,-3.0,-3.0,-22.0,-47.0,-5.0,-423.0,4.0,0.0,-0.8000000000000007,-25.0,-22.0,-74.0,-6.0,0.0,-3.0,8.0,63.0,6.0,0.0,-4.600000000000001,-2.9000000000000004,-1.2000000000000028,-19.0,-0.22000000000000064,-2.6999999999999997,-0.17999999999999994,50.0,831.0,87.0,0.2999999999999998,-2.0,-1.0,31.0,65.0,74.0,878.0,11.0,-1.0,0.6000000000000005,40.0,2.0,-47.0,-5.0,-0.09999999999999963,-15.0,9.0,131.0,6.0,8.0,3.200000000000003,-1.0,-2.3999999999999986,13.0,0.20000000000000015,3.199999999999996,0.2
7,907,detroit,atlanta,21,34,-13,Detroit,-3.0,41,0,1,-123.0,-1487.0,-98.0,-1.0,8.0,0.0,-79.0,16.0,75.0,-376.0,2.0,8.0,-2.1000000000000005,-14.0,-208.0,-1111.0,-13.0,-0.6000000000000005,-61.0,17.0,138.0,-4.0,13.0,-13.500000000000005,4.699999999999998,-2.700000000000003,-33.0,-0.9800000000000004,-10.200000000000003,-0.72,192.0,904.0,11.0,0.8000000000000007,2.0,8.0,41.0,-22.0,-106.0,190.0,5.0,-6.0,1.9000000000000004,-1.0,121.0,714.0,14.0,0.1999999999999993,39.0,-18.0,-101.0,3.0,1.0,13.299999999999995,-0.5999999999999996,3.5,18.0,0.09999999999999963,5.0,0.8199999999999998
8,907,jacksonville,tennessee,10,17,-7,Jacksonville,-3.0,36.5,0,0,-73.0,88.0,32.0,-0.10000000000000052,7.0,3.0,44.0,70.0,84.0,513.0,2.0,4.0,-0.2999999999999998,40.0,-82.0,-425.0,-7.0,-0.09999999999999963,-1.0,-4.0,-42.0,5.0,-19.0,-4.900000000000002,3.9,-5.099999999999998,29.0,0.7200000000000006,3.5999999999999983,-0.18000000000000016,133.0,597.0,-100.0,1.1000000000000003,-14.0,-7.0,13.0,-45.0,-110.0,390.0,13.0,-7.0,2.1,0.0,25.0,207.0,2.0,0.2999999999999998,17.0,-13.0,-59.0,-4.0,-24.0,15.599999999999998,-6.1,2.0,8.0,0.1999999999999993,6.900000000000002,0.8700000000000001
9,907,cincinnati,baltimore,10,17,-7,Cincinnati,-1.5,38,0,0,-181.0,-1258.0,-74.0,-0.9000000000000004,5.0,2.0,-55.0,42.0,80.0,-402.0,-5.0,3.0,-1.7000000000000002,-2.0,-172.0,-856.0,-14.0,-0.3999999999999999,-52.0,-28.0,-194.0,-1.0,-8.0,-12.0,2.6,-2.199999999999996,-14.0,-0.20000000000000015,-5.600000000000001,-0.74,120.0,1031.0,85.0,0.5999999999999996,-10.0,4.0,68.0,39.0,-22.0,412.0,6.0,-14.0,1.2000000000000002,17.0,124.0,619.0,11.0,0.2999999999999998,48.0,-12.0,-20.0,3.0,-11.0,11.1,-5.399999999999999,2.8000000000000007,34.0,0.6999999999999993,6.699999999999998,0.72
